,volume_2020,volume_2021
0x01B50cfBA016E709cfFfA15A059b740efEf7fe34,510.0,0.0
0x01BACFCAc2D2bc46F1EA0d43398dbd98F825F73E,40.0,0.0
0x01BC112f6Cb9420986930F0A833f08a32c24aF08,400.0,0.0
0x01Ba8C85Aa0F011184ECeC8B5bafBD17d58a2890,900.0,0.0
0x01Bcc0408A815f91a928Eac0b5b9CE5a233fcd35,548.0,0.0
0x01C10D2667b48367100D8078CE935856986D6a18,470.0,0.0
0x01C42559ce3f36B6Cb179e9Ee865Bc32006e15CF,400.0,0.0
0x01C5283F225bc8C77360EECf24C7A5f55ca8C8e6,1670.0,0.0
0x01CEF97E3a404a776b35723B23398864Adb0Aa82,6487.0,0.0
0x01Ca2c389b61Db12640c51d88a1B446372BF1dCa,400.0,0.0
0x01D493C106b87564FC095a9ACb2e9f9d15Abf0A8,537.0,150.0
0x01D7934795A529b7ae93f2711ac4a469813d4dA1,400.0,0.0
0x01DCa6d5142CEC775891674efEDd75bDF17E6306,400.0,0.0
0x01DE3E3fBA7a30155BFa8cD1FB7AE434F6540586,2647.0,0.0
0x01DF23f132e1583269302baB4e8AEc4e7C1c1968,32174.0,0.0
0x01E70c1827c9cbdefAa763144440936cdE8478C4,50.0,0.0
0x01EFDAfD0a874B9De0FD66Eb25c26a1b02F6e8C9,504.0,0.0
0x01F1a1d1bDE5b4A6164D1EfC7e35052853F64d9e,400.0,0.0
0x01F294E39BD447989E546E2db13f3bb0168487eD,502.0,0.0
0x01F39B61Dd172b369b865600304C826362eF7bcA,400.0,0.0
0x01FBA6de2ef62f7a78CFCfcC66cA641a92494f5D,514.0,0.0
0x01a75182d31Dad8175741f7Fcd7aA6aD9083f7f7,100.0,0.0
0x01aa05fd8Cd809833860DD98A436e5DB65b44dDF,1498.0,50.0
0x01aaaE469cA0b7532a5C6252425880AF3EF20046,40.0,0.0
0x01aee7c0dAB8B4bb13173BeD9196Ddd4CDc58539,89.0,0.0
0x01b5150a7D153d7D913EEa0032bE642382C3B496,400.0,0.0
0x01bB42b4156E409623Fcd276F98d04FAc00Ec8c0,478.0,0.0
0x01bCe3937a01d331F774E418dA96d79E59E19068,400.0,0.0
0x01cEa40912996A78243Bee378E97E01a6c0E0A6a,440.0,0.0
0x01d0014a5677B1f3cFeB5762a096545628283BFd,400.0,0.0
0x01d170d9e0E60b89F92A3B0E2bBFc547e8A0a88E,10.0,0.0
0x01d1bffFb6fEA8826A4B6bcA4e4cBDDE2592bB74,400.0,0.0
0x01d273f03aFe730cDd6Dc78bF7dE90AF40cEf9bb,400.0,0.0
0x01d396fd2bb1c002098E79195289089e163Cc583,513.0,0.0
0x01d9D54766d2103Ff9700ac97Bb6A36FB7B109CA,51.0,0.0
0x01dC4767C71886a59E9e39644486d8187F556638,100.0,0.0
0x01e33FA9fE61A430b17903a8FA6920Fe34408219,400.0,0.0
0x01f096207D18Fd7Fe8Beb3f1C2fC4A73aAB07efC,800.0,0.0
0x01f1dA75DB52462643356615F90476Be57e78144,158780.0,12148.0
0x01f9fF75fC5B124b228a9409533034968B3B31Ab,400.0,0.0
0x01fC29121f97767F7C445e6FB820fC05b1A7D547,696.0,0.0
0x01fC296e883aee94fC8Ee72B2E8cDb306C8D7950,70.0,0.0
0x02059F7c722A69a11889cF3Ce59789cAf4dDc714,12950.0,0.0
0x020B7712cE8C16c7dE02Fe05b5F3E0253CC3e9AE,50.0,0.0
0x020F6a7dAaBAD75161887224F970C4442Cd036D4,477.0,0.0
0x020Fd982cf673A5Fe5FCC1A89e113925B1cf0825,50.0,1.0
0x020adCC20E6825DDFbf1f2b56E78F232A4e6B0f4,140.0,0.0
0x0210DE6072453Bd43DA5E033306334633817C4e5,370.0,0.0
0x021594BE6b077e7ae72FD70CC2c8f2ff18a4e964,17300.0,6720.0
0x0215cA2bc76FF1e0C60329765a1F5579484803C6,1670.0,0.0
0x0217e7a1e70A144B0e9FC32c62D89A2E7EAcE7e3,520.0,0.0
0x021E94D6ED49539B2615eE554d96f3BDB616196F,142.0,0.0
0x021cE8c29fcdbc607E97E100720d8195079d79C7,139869.0,0.0
0x0224611175940581f4693664f9e205Ad2077A33C,400.0,0.0
0x0225999B19A57692c9fB606F1bB5230ABFEe2822,50.0,0.0
0x0225b0F5eE135163b25E075E23ed4DaBF3848d4f,16040.0,0.0
0x0226182fb7aBA87dB44f918d6Ee6c01acc57285f,471.0,0.0
0x0226865cE0ea2d28213D4A9Cb5a404e7Bc1bacb0,5.0,0.0
0x022752bD7441e87942aF02544D59AE9d6AA3857b,250.0,30.0
0x022A13d61861e76e65235AAAad2A394ECcC2febE,400.0,0.0
0x022D1E3166bC834D791B2Ea98791EEaeEd610Ece,64107.0,0.0
0x022D46f2361b609EE8c943d1EF8D57b35B209E35,40.0,0.0
0x022ECEE03B26d39346dd14DbFCc2d80675f84F15,121044.0,140.0
0x022a134A6c5643b9bCC88A511e3713c0C49D3102,440.0,0.0
0x02352F4e8667d4BF48477D2709C914522E8AE1cF,89649.0,0.0
0x023c65CB98FD22e891A87E51C70C54815863e727,500.0,0.0
0x023d4e7EAf159F67fA3fa2a011A9bE2E2d8BB0f1,476.0,0.0
0x02407bb9CE94747F8aB4af71Ce59feEcb15b7Dd4,4494.0,0.0
0x0241d17B4257D33D59111A0E579BdC1bF717da06,250.0,0.0
0x0244CF77499264e693D8EE71dc8c7AA6524F2d51,6607.0,0.0
0x0245180D9FBcefdF3Bd4872F2Fd4D2e6a7e90101,400.0,0.0
0x0245c41baD0Ac4db0f98702a4Cc57836F543c5be,510.0,0.0
0x02472311FEF0efeEc3f66050b9d3609194f2A6dF,519.0,180.0
0x024817D6F57Adc223d56CB2Dd398689AEBE68FDC,400.0,0.0
0x02497fdB775cF6345c0a9c42B3043780dFeDE4EE,680.0,0.0
0x024F7C606738BbEFBE7D5B256082513faF3dF6Db,54738.0,13684.0
0x024d018f881c58aEf9b038B1E4deF969346f7801,615.0,0.0
0x025121199448BD578A81cfB1A151C0E751c1d696,435.0,0.0
0x02559776E2BD27d54dcD82FAbC08bc94851CbaD9,680.0,0.0
0x025Cb13a1349CF1D268FD09c1f737d7B062c20e7,340.0,0.0
0x025DEF4dE0c1e6AA5fA72b12f37428f8ad3eD007,5.0,0.0
0x025c90c55a83BE04B9Ed059D334Be7EC6a1B549B,703.0,0.0
0x026099e508B27287ff9aBf2E0308E220B24534DF,1289.0,0.0
0x0261Bbc8536AB6F10e684f0FEFe0eE8961c07c8A,50.0,0.0
0x0262D863A4A91DDafEBdC8a8FFfd18a424CB15AF,34.0,0.0
0x0262F2e4f0BD23b9203A8C509E74234A76EFc05E,402.0,0.0
0x0263d8739650215041B95CA365C98E2e6a46DDb3,1050.0,0.0
0x0264A109caB7D27676Fc8C6194D1d81bf9B39d44,990.0,490.0
0x026A270e5Fa2a17c111eC4cadF812cA1Fd101c83,1410.0,150.0
0x0270681057d62c202234Ff3B35Cba2F13369C574,400.0,0.0
0x027126b7E9dbf57Adbb97a74E05b20729cd7BA83,440.0,0.0
0x02714794307493649286aaDF37B35AfF025692DB,500.0,0.0
0x02727d13e43783ABD23c77d32A73F6670F51C10D,2300.0,0.0
0x0272f8aFb45A361b2Abc960daA13318e0f59D7e9,544.0,0.0
0x0272fe93b1De28832907D1f69c2E912b8804C784,450.0,0.0
0x027614Fdfd363eB9dA366BE0B309D89CE7E5534A,450.0,0.0
0x0276aDb8B89F5d1522cab9837d96AE5839e13Ae5,768.0,0.0
0x0276d4362E8FA9287fF099426925D84Da06dFf03,530.0,0.0
0x027A0D31CC5345654C96719717577106618DD9Db,3289.0,60.0
0x027ED0936E8D83cf108d0b25EE2F50A6E11002e6,750.0,0.0
0x027e8511518D8CF6b18122c35c02821c34Aea406,1910.0,0.0
0x0286Ad9EB3abF18d3F05FE836E59803B6A161dDd,79288.0,0.0
0x0286da806C905961589553D2F1E019fFC89E78ca,400.0,0.0
0x02895A33A40fDE188ad74465f0B2C676f9b5a36a,440.0,0.0
0x028e0E9e50c6F3aeFCF7271C8b7a58E677e4059E,1870.0,0.0
0x0294Adae701575423544b034bC01807aF8a5ab35,50.0,0.0
0x0299a01Ed123b78c944855149fB0e059227fe76C,360.0,0.0
0x029FE4780e5243B83D773eFd82e897C103658ac8,1300.0,0.0
0x029b0011c47533Ba8e1ed70EBf3d2aF487722b9F,645.0,0.0
0x029d4aC3aD78a6d3D39e64352883bba2b77d5E46,17373.0,0.0
0x02A217E96DdcA439AA03C6348FB8D45405a1bE10,241380.0,0.0
0x02A654CbFa73B53103E6F025aa469707525e1df4,600.0,1237.0
0x02A87a8e169aDAe35f194Cfc32Ab4df0F960822C,7968.0,0.0
0x02A951022625398917937b908415985e775eb27C,46405.0,15375.0
0x02B104ecc4e1D199C13129105a42Ca51F22e8C7A,520.0,0.0
0x02B13bDe36a97F67244F56F5820eee241c7eAE8d,550.0,0.0
0x02B647BFfc5E38D47648fb7A16a26CCE4e12C9C0,400.0,0.0
0x02B7f46234650078497fe05e9FC39C7CeD28161a,100.0,136.0
0x02Bd301c6A9817FB53bB776300cF1505D629b5C1,504.0,179.0
0x02Be6Aed34Dff15Ab998Bf90948cf357df984917,60.0,0.0
0x02C06ECDcE4FeBF31c70AD050520c4CFecd43d7e,29876.0,4500.0
0x02C4be6CC96538330b31BE025AaF5c0Ca186919e,400.0,0.0
0x02Cb94C873C8cAdA5f773b29574698E1fB61cb5a,1998.0,0.0
0x02D43A0ea93850709697bc3d8E080Df50A6727a3,19030.0,0.0
0x02D6d888bcc1AfDA57E74F0feB7fb2803B2D9f32,400.0,0.0
0x02D71D8Bd5512908baF033606BF916763E883E15,604.0,0.0
0x02DE4f384579B45f5ce8c33916Ce435E7a45996D,600.0,0.0
0x02E049eFf0315531D90b05A3af0825eBbf9C0635,8129.0,0.0
0x02E09460500811155ca8415b8CFc29a0cCEb7066,100.0,0.0
0x02EDE0b93b1753fD9b02E91d58352eD327d73Eb6,440.0,0.0
0x02Ea6A18A2c041b699E6CB840418404074D988D8,1200.0,0.0
0x02F1A4535FC2220b47a3909F293b0bE26698C59E,1870.0,500.0
0x02F82a428Da0DeD533f181124281e00A30AecBF9,390.0,0.0
0x02a79A49427A51b041b828EE629e6Bd0878ECD55,377.0,0.0
0x02a8eE81c81252e43a80Ca2107FAA2835AE84e24,440.0,0.0
0x02b2B50C49b202c5Bac7b4C0aa29494F50986271,50.0,0.0
0x02b67Fecf633A90A1131F237dBDe7ad721A12628,400.0,0.0
0x02b69d21B74dE73558227Ae7b14aefADE677064a,400.0,0.0
0x02bDdb7D46e4d3b845e859AA86701A103Ed2d282,172.0,0.0
0x02cBEC83376515Fe794851b0b376eD070b85cd2e,400.0,0.0
0x02d0EA491Dc02B4577391b3984e9aa11549B1Ad1,80.0,0.0
0x02dD84164CdED77799a7984551fECD1876aCEFDb,563.0,160.0
0x02e3125175251B769A16F8a23F6a0dd9956BD03E,310.0,0.0
0x02e3FfE0B45Ce221eD9B7664A20B21Bcc471C2cB,250.0,0.0
0x02e5541729F1f47f8088496611Ae1d47Ee497eD4,7724.0,527.0
0x02eA599Cf5d55F445814f92e917c3E8E426471cB,410.0,50.0
0x02ed4de23D78d3edA11e48106d5ACa253C66Ba06,1100.0,0.0
0x02f09fb9050309e4e4400ad96955fbD646737dee,440.0,0.0
0x02f19603762C2b94cCc909Da3B77184014D14D6A,440.0,0.0
0x02f5ea8e7048448744f80EFa6bF001F1E52684FB,10.0,0.0
0x02f7670609Df46782b5358518E6C1BB57800a91d,17989.0,3942.0
0x02f8C9b4B48682d847f2c93BB884B115DbCA2699,365.0,0.0
0x02f9E0b38D9e9C74F6BCbDFe2DeAdB78eaDAC9CF,50.0,0.0
0x02fA15c6175C84cbbd8eb5c5f396FE01fca7B0A4,10547.0,50.0
0x02fbd26697B92055c09A6e01AC7Df5229A3C6081,400.0,0.0
0x0301f23585967e53441d4D24290440359Ff07564,400.0,0.0
0x0303F386c7bC342caad7C4278d3cD3F77481156d,2750.0,0.0
0x0305c81fb225bFCd278f494713E0A607C272b31E,360.0,0.0
0x030730269985085F7edCC9F5a8a043F288851f67,400.0,0.0
0x0307e98a47445074510eA36748e5f3Bf8bbffE72,50.0,0.0
0x030812554c301E638F1C71409819876f9a769627,1930.0,0.0
