,volume_2020,volume_2021
0x2639F9976D1000a2700F1DC40B0D63451973f211,199.0,0.0
0x263A8AcB2cf007D95EC740b7D999f36a349882CB,390.0,0.0
0x263F323a3aC9fc7129Dd10DA545c4B29E279AFec,60.0,0.0
0x263cd52b4c0E5655eF2a8131D7D6175c757cf531,990.0,129.0
0x2644A8108F30A90523784f4138fEd248FA1dcF60,140.0,0.0
0x2647f425961c37Fd4659f572bC9c4168324047Bf,400.0,0.0
0x2648137897CBA035AE1fcc6288c42B2c49086939,400.0,0.0
0x2649BB6BddC8425055D9fC13ea514182D43A5Fc5,440.0,0.0
0x264C2b43fc4341aF84F312ffaF4FB1e06d25C81f,500.0,0.0
0x264eE2d7a3cEdd4A4dE382b9B69C529E85cc3a07,640.0,20.0
0x2651319F15eA0Be6CFD28Fe5FC67E0005958eFA7,400.0,0.0
0x265382E81C122e2E811f8E76f6DC0cCD8CdD4b5F,911.0,0.0
0x26565c0748fe690c9B2cEeD06B4ed87e6e657077,560.0,0.0
0x26568D6e12505EC6084306FD3CaE112730ea035A,400.0,0.0
0x265868E31A7045abd931Bc4c4a6686005Ed84030,30.0,0.0
0x265938a590c3Fa40524576A780231798bB784F78,390.0,0.0
0x265B38FA28B06662c8D157fe64F697b3A90fe442,400.0,0.0
0x265C57ff91496FF36dD2D0E0bc4f34Fc7B0c9a56,3940.0,3780.0
0x265D473AA85bDd66F4d34C7f67B46f6a6674ef7C,5.0,0.0
0x265EbfCBD5DfB3597BDdE75a41Af67e380e94331,410.0,0.0
0x265F4701E1c0B9b42E3bb25C3A7912E8dCC5725D,5.0,0.0
0x2662c55398F69Bf74411291ee207438d76EFD821,40.0,0.0
0x2663cbC31D1F5081464C13A964DF50774DFd6c62,376624.0,0.0
0x26667A83860Cf74B4B79a997cAC0760EF9A84745,50.0,0.0
0x26692A5f84C1181E515dD7552eD80e24e20994da,3.0,0.0
0x26699E0B350BC6Bce8D690acA3997058Ee752F11,559.0,0.0
0x266D8A9d9bBB54125414b5b28da0Da3bB53f7eF0,440.0,0.0
0x266af51F3b4173E4EC0e640B559fF1A176620CBc,68454.0,17580.0
0x2670b6BFdbABB67e4D9053748F400DD6b972456f,451.0,0.0
0x2671DC37F7d92421Af67b22Ed8Cfb59e538f09fE,400.0,0.0
0x2671E30c5C5d37C67D19cb5035578542E0c97E32,100.0,0.0
0x2671fA6d4B016fAcbF3deF949526528104c24d47,5355.0,0.0
0x2673757EC4a34DfA505933599A554A47B2A93264,424.0,0.0
0x26748817D483590f999993F9A73208dBb379b0ee,240.0,0.0
0x2677D16B5b90eA0c32c79b5B9f6Fd130502d644d,625.0,0.0
0x2679f3bF1C6F890e63780f498bC0e4FBab56b102,400.0,0.0
0x267c5F82f6F80d7ca9FAeD6416E299F484894de9,40.0,0.0
0x267eA71A70e66BA3c4b00198CdB4D0Af3f9534c9,440.0,0.0
0x2681601Ce3dCeCdBA951b4770433997B7Cc0dfC9,440.0,0.0
0x2682F11857f7E383AA24f1270E6F3331f6360902,120.0,30.0
0x2684656F3C08A75503F10302193b0B252212a91c,709.0,0.0
0x26896AE69f2396348e6970B3d8978a372F33f9CC,410.0,0.0
0x268AFf8E267ac04C04937231e4a6105b437fc488,210.0,0.0
0x268bB331CdFfF49818f7609943DDBAdae93709B6,200.0,0.0
0x2690A3bfEaBB08EB7EB52795783e8a55B8db2426,126.0,0.0
0x269202bcB0F4F362cd16c639bD7fD92DcD487CE4,400.0,0.0
0x2693b95E8b5424C5c7279321A801a20D9C047CFE,542.0,0.0
0x269408a582AB7a559055997E02CAae52D9675d64,540.0,90.0
0x269551b0479A815A6d41163d8f8A1274e4b4Cc74,530.0,0.0
0x2695b15992CEB89201272cD96E98184D6bFc3E1D,450.0,0.0
0x269833172c6f0f8F4dDe370ED1eB127678C36D91,1310.0,0.0
0x269D2cFE8A396D9Ef2f6f6430568a2D7Ea37cBb8,400.0,0.0
0x269EC1Db0187633091B4eA9Cc161e4E970d32434,500.0,0.0
0x269a43eb4E583eBD548227c554Fd244266b3FA58,450.0,0.0
0x269bCc033815226611F374C2a9E5341264bf08D0,150.0,0.0
0x269d7816D1F71305bd464d55084bF243fa9F3EED,460.0,0.0
0x269de5FD390AA7d7EF4a3384F2993820d466a102,6540.0,0.0
0x26A4E51CcE3b7aCDDF78fCa1709BD057C995C4D3,681740.0,109666.0
0x26ADf9c353C1698340b4aD6aEf8c78f20a0d50B8,997.0,0.0
0x26Af92a297E112738e76ccc6eA94d4C6bCB6935A,315.0,0.0
0x26BBe7652517430A1E87Af06fc9D8e63473F4c93,11449.0,0.0
0x26Bb7830D7600fd017e04A4d77c70C360fBaD1aB,6791.0,0.0
0x26Bc28117E8A0F10fB9197CC34d8eA34Fb7Ea6F1,400.0,0.0
0x26C09D024f69F39bFd1C11C3f7f8C9CB88316A3e,400.0,0.0
0x26C1988633f9a30D77761a4b9A6FE4a6C5332B6A,50.0,0.0
0x26C1AF0F971F0186b837aFe34169f884F98fD5aD,50.0,0.0
0x26C831dA830e8b28cFb104d7844F0A5eCBf97064,475.0,0.0
0x26C9A59c5F384Be8561450B361C5adC27fc8AE0c,60.0,0.0
0x26CBA520a4ab59fFaced50e12A20eE094F0d9406,400.0,0.0
0x26Cdc84db728C33C09BeE30035390e180b0cdD8c,400.0,0.0
0x26D98572f800283FdE7b17DbA36890ec441fCA07,2693.0,0.0
0x26E4AFB6aFd1B913FEabe01B6f452b636Ec53E7D,732.0,220.0
0x26E5596f4d8071cCc0483580B7E069e3AB1F4118,400.0,0.0
0x26F2f65F2eB63E053A8797BC083B2aa607a1F9E5,435.0,0.0
0x26F7f9C6c1526127e293D1c83b0E0b8563D5B7fB,474.0,0.0
0x26Fa456E34dde8DD1E74bDC56E59efdeB36b5b22,60.0,0.0
0x26a87CE9D1573d59F245A24b3C516E27C44be59D,50.0,0.0
0x26b10A0a6560fAcEba1E86aBD066527777b14403,430.0,0.0
0x26b20A21Cf4e5e8F17EAddf082D87F93436C6589,877.46,0.0
0x26b436e7162Ad8eD355bA013266b1F72Ab7c32Fb,302.0,0.0
0x26b826fCfA5FA54ed7495AdEf6D4317E1d044C47,424.0,0.0
0x26bC120b7C7C3Fc9E8C3c653bae244B12B1898cA,400.0,0.0
0x26c49822D28B51BFB18C1C37CD8121ACF0616Dc4,1217.3,624.0
0x26c70b6523b2859Acf757dE9248F966bD384e359,400.0,0.0
0x26c940f7985564bBCfAfaE851e234A18BBC74F87,607.0,130.0
0x26caDa084B02F305fE5325d15910d4a211906521,55617.0,0.0
0x26d1C56bf9e6ddfC19017Fe6654D3f66Ae58D46A,100.0,40.0
0x26d47BCC734FDdDD1b22325d22552100A12233ED,40.0,0.0
0x26d4DE7cE3e48E868BB62439dD3e61889C58674e,676.0,45160.0
0x26d603Ab85D13C6d8C64c653CC2f5A0277652619,450.0,0.0
0x26d762BCC4C807f433C943548D944B50508D278A,480.0,0.0
0x26f50AEE7E57C7089467d4aa96cB5474F2b85C83,1647.0,0.0
0x26fD59Cc7E4af48a1825c2cF463b7E874858411D,502.0,0.0
0x2700f3BdAaf706cDdB6363832fE36e9cd462348d,20480.0,1100.0
0x2702208764aF6d6175217db2eb481742779aBbad,500.0,0.0
0x27035BC1E8Fa209f5c5Fed3ffBf685d71E19B827,3445.0,0.0
0x27056b23805E864ac31FE8e5559b95cED08F48F2,78.0,0.0
0x27059b61b77a456Cd945877B7a50843E0B841378,400.0,0.0
0x2707f751E9f6ac458d25236faE27427Aa5E23381,400.0,0.0
0x27081936aB0C6804309d0e0f6C043b1F7C3733fe,500.0,0.0
0x270FE2763c7054E86e25556975e86f531EA462f7,23788.0,0.0
0x270c5707f8742dE312322746389278d5a6b11309,2688.0,147.0
0x270d2a98993A16cF7eD3bCFFb1A558E8b7AF7017,400.0,0.0
0x2710c5f7AA90E1648559a5747c7943A91E62f31A,50.0,0.0
0x271863ff2b0a7b3f78e84AE65dc2ac5CAC4b501A,400.0,0.0
0x271B78724204bD4f0c691bE88ce1f48D362F3516,440.0,0.0
0x271D5F5487E5E311c4300215d589E862d19B48d2,440.0,0.0
0x271D66241A3A671B72f6Ab436b17788480fafB8d,2446.0,9750.0
0x271c9781cc65C1A6beCe25566642a9a90F6c9F68,400.0,0.0
0x271cb498066b244edBA7dA64147E7BBd835c60Ca,500.0,0.0
0x27205f2Af2f3aa5488843f0AB2322f212Ded212c,156.0,147.0
0x2722efB7de4c007ed3C9a8fC975f14370364071B,400.0,0.0
0x272306CB99A2fFE841cd74340b99c3Fdf5269f29,627.0,0.0
0x2725f44a69891FcA73b8E4c4C3f9b42347E3F5f5,240.0,0.0
0x272a398d1B050fB369D96138EA1952358a7cb2B8,400.0,216.0
0x2733D50ef075D7224AaC1a9555600bb9a821b3aF,400.0,0.0
0x273a0574192B2c54d7C7DE1b23D4EFB8116C4bB6,300.0,0.0
0x273b10aF1dC7178cfccAC6d9C4bd69A0D92B1842,400.0,0.0
0x2741F07c9D108B0DB41ABe37285F6AB855eFA9bD,437.0,169.0
0x27426BAFa607e8D99Cb7bd2eF5e49bCC91093ff5,400.0,0.0
0x27447c0978f5D6C1058e975C9b0a278475fD9f6f,360.0,0.0
0x27459d2fb515716bD8286aAD114Ad6e42BeF71C9,400.0,0.0
0x2745F0eB07776eEa3737058835ef55756feEB9Dd,617.0,0.0
0x274850e05dc1c81FF7218A59274c1915FfDd114d,1104.0,100.0
0x274aDfEE6465C3412889670d427A869E32080015,49982.0,1788.0
0x274c91327587D1e83a783F3d5626F91232F2A62B,3320.0,0.0
0x27538890297B149E81F677873674f89AC6A0a016,85936.0,1474.0
0x2753e514380288bc71e7C8F5d61Fd1b9f9dEb964,533.0,0.0
0x275746c6Cb9Dac0e66a24c2bBb275Bd29460B3BA,513.0,0.0
0x275782d29AE65b39f541F12F2BA3690c977FD7C0,404.0,0.0
0x275980eFF2b115e66F09d6795d63b878b368AD19,4050.0,0.0
0x2759d90A1ABBc35d7749078323c5907Eb6731875,2030.0,731.0
0x275C17f21C9CDea993F65f5F528373a1919A4d09,440.0,0.0
0x275e35E27dF50F61A0F4338f94685e0fB5106C57,200.0,0.0
0x2764C3be2F9E632F83EEEBfD9Bf8Cf4E1E398c36,69705.0,0.0
0x2764dC4F1435A513C340f000887CCfdb9e942A5F,50.0,0.0
0x276578EE9B244798323E108B12bDcf73210B4245,642.0,0.0
0x276641adF4d61aaE94fE75adD99C399a03D41a13,36915.0,0.0
0x27692f6A6EcEba8A2072793a99673C1F1c3D78fF,350.0,874.0
0x276A712a5FD17E10100fE3E9639e1E7F507B613C,1922.0,220.0
0x276B243197ff22E32e41ba444e610a6f9D7d7409,741.0,50.0
0x276B78deADacDB349F6d547f398ce78782B3Cd3b,145232.0,50.0
0x276B814d85D414325B20A9322CEEb4838b9Ce060,499.0,150.0
0x27791D8cDd41568C71D0ef7d2591C9Ed3b2A5823,3000.0,0.0
0x277B23d367Ca85727A9f1035579d988560a5Be11,31057.0,0.0
0x277B2Eb4C3fCBB5cBD4a12756D9A8d3c74388570,775.0,0.0
0x277ECaFB1cb6Cc7B7158F25c71dF79Fa8f020fAB,375.0,0.0
0x277F9B98b1210e4BA7F901F2C02BE69ce2053d43,400.0,0.0
0x277e4D8BdD02B75fE2C2116AF4eEe31Fc5573B2d,10.0,0.0
0x2786293E4428A66935a5F8818F95205CD3e8d7Ea,94428.0,26400.0
0x27863d60D23Cc97169CBf73Bb0C5942d3F17b42D,500.0,0.0
0x2786Ffe24D530d7d3b9B1562e5fD663f47F8dF8A,195089.0,7482.0
0x2787747011620Ba500aff2a21d9f36A8e75CD513,602.0,0.0
0x2788DB267b88fC4057Ae374F7dd7eED1F0a44421,500.0,0.0
0x2789B960f4E7873dbD9aF3b186B13a30427D68Ef,420.0,0.0
0x278A6AB64E998F4E04D6595B99C05fdfa269d535,400.0,0.0
0x278B23E639a7c9c886E3e8deF996aD7703A424d4,1362875.0,228278.0
0x278B9616597c8Fa484DA4d345670e8a155329195,20.0,0.0
0x278Cae154D50421d72A3BE31BF0a17bA95a299be,4758.47,401.0
0x278b01Bdddbe81fc62154b46f4BfcBd9a81636d9,585.0,0.0
0x278e7F4806789b5F6Dc76cDdA58eCe7Af979820e,524.0,100.0
0x278f4BBbB77ad3B454CC8fAccBE948262f2e8Da6,440.0,0.0
0x27921d812F818893b0049807b4354E64Ffca12A6,2275.0,0.0
0x27938474b5BE5Bf478aac0B629479a5713954aDd,400.0,0.0
0x27954F643d54df8Bf5a961527854561a2AC3921f,480.0,0.0
0x27960C78bba80D54BF5a8C3F7ed382F90edC8844,537.0,0.0
0x2796a67C5c361E6Cad787f6219c291726C920090,480.0,0.0
0x279c443F97E4b584a5be5834db5aeD4CC329BF38,400.0,0.0
0x279d1e06BfDe7701882326C3498462D321b7B9E2,541.0,0.0
0x27A0937e1f2636Eeb5Ec45B3fAcb8B22E2DEbca8,290.0,0.0
0x27A1cDe2513Cfd5f05b824F5ba61C8864262b9Fb,362.0,0.0
0x27A67765961C94e184fb7456D871a61c3F45Ec69,33375.0,234.0
0x27Ad7Ff83EA4B20cc6A6C6854Fc31351EC18f564,50.0,0.0
0x27B19a5B16676746b6017D51741404a6321fEEAF,400.0,0.0
0x27B63b638157AC15B5d4b0e36e4a96eDc8995b96,400.0,0.0
0x27B9882837Ca18f6490F580712d64E7614C3e77C,400.0,0.0
0x27Bd7b6DE7De812ae9fD691f5d97c16bD0DfFb21,1320.0,150.0
0x27Bf070bd6BfE8bE574b5F57A08Ab598599cBDfC,380.0,0.0
0x27C46e92aB7509Dd380A7027DB62863295D340c7,380.0,0.0
0x27CdBd21021B1c2aE91faC116DfD477771CaB7F2,479.0,0.0
0x27Cf0779ed0Dd90fC4F087AD1967AC448Bddd95A,581.0,0.0
0x27D65aD62F6A8948947B9b359a49e560920174ef,70.0,0.0
0x27E915130968ac9742CDD73e89526a587ea5Cd46,50.0,0.0
0x27EC121A7b8D6Ca26cfB45bae22a24578f29604e,1464.0,50.0
0x27Ea0090eEbEd5749aB341AD7b6526490Cc2552F,400.0,0.0
0x27Eb0D08E470Fe0B4A8684779d42532Ca9C320b3,434701.95999999996,82148.0
0x27F485527FCE302cBbf9331be84EBb4C5Bce721c,200.0,0.0
0x27Fb7496F1967908010aEC7373Ae9f63eA9b3C8E,400.0,0.0
0x27a37a0362d9e46bc9FaC98Cd1f76f134A35d3d1,150.0,0.0
0x27a644ea900666161596eFE7970f09630cAB4805,540.0,0.0
0x27a70469f0A4EC1e1F0F69372D870381A707c748,94733.0,0.0
0x27aB198320fc2D5B9DC388C58467797AcE709768,400.0,0.0
0x27b18de14f27B64c1cc0fe90b1E5F6e5eDC5187a,440.0,0.0
0x27b2931E18Ce57158d39E45d09D1c6eeAB068e7a,440.0,0.0
0x27b72B951A74eAb7bA266d2cFfbc8A0c7f2Be2BE,285255.0,5175.0
0x27b89Ba63dF80f0cA01d31b9c8AFa4D96Cf424b8,430.0,0.0
0x27bC9B8C896Ae0cd4A81efcc5b033e9E4D6947aC,468.0,0.0
0x27bDfc33E05AB0daC58692835B9d4205Fc343341,5.0,0.0
0x27bde037650faFa9B69454d782Be2bd698C210Cd,400.0,0.0
0x27c207Dfc28Cafb45e88a4Cb3F5915794837C9e8,504.0,0.0
0x27c8CFcD58A6deB25faB0477BFf0284f3950aDA1,465.0,0.0
0x27cD11c887193d25831057e2d8a92584A69a8396,15102.0,0.0
0x27cE5694dC6E9642Af0A65eB9b4e6B03E5Fc22FE,3350.0,0.0
0x27d817ee094b6C4183Ee0d56D65cf512ED421E3B,50.0,49.0
0x27dfCBA2b4416e65936455860d4636127A2A32FF,440.0,0.0
0x27e75C5cE687387A6b8AD9DC013fC598c5772Af1,100.0,0.0
0x27f2ce7D1C628A13bf9056881E967eFa72841fAF,575.0,40.0
0x27f4990e5Edb69d7226815BaB6ad62E22863936D,395.0,0.0
0x27fb2cb2E3e085B7ED70aFa8EfE438A5A4bB87a8,2400.0,0.0
0x280400a6416442415c1DDb59a375297B76cA94AF,428.0,0.0
0x2807B59e16107316B88d7144569c794c9C3d32a4,420.0,0.0
0x2807b54Aae4Ff3769b5003d21156Cc4aAd0490bA,402.0,0.0
0x280Aa9075cd66E43b016c349dC82fdAAdB47B4cE,57355.55,22160.0
0x280E74b7FB5B787aD2421edB0f99039D170d6a9A,9780.0,0.0
0x280dE3fb272b60809152dde899ca6F3Ca77175b6,400.0,0.0
0x28129b3c7aC12Aa71eC914ABEa416EEcf1400428,5668.0,440.0
0x281569488110e946ABD174A28e2606b1D707BAD9,644.0,345.0
0x2815D9abC29198C62Af926bEA246f161caF6762e,1400.0,0.0
0x2816A195e7A90D232c98aA09c582F76bEe398CD3,20.0,0.0
0x281AB99ABf1fADfE5BcAC88f7AE9829d2C3a2D90,25.0,0.0
0x281BCD3D0a0E17551159879988D6F9449b254eb5,400.0,0.0
0x281b189bb2DF0aE362Da69d3bd950Fe0666182ED,440.0,150.0
0x281c248B89fA5C2565166f09746f14F3c9C0674E,400.0,0.0
0x281f3d9F6489a3aE106BB99cA31CB1B6b76056F6,400.0,0.0
0x2820930c1d2aD1434b5A4fE134281d0F1867b1aC,821.0,127.0
0x2820d3f63F9b2B4a3B43b1b15d606a9fee5aCd1A,514.0,0.0
0x28220202e820c32e134c00f22209541310956c2f,512.0,0.0
0x28260C5f0bF80BD50d3d46E806EF7AEF7D98b616,527.0,0.0
0x28268990609311216528003063678E37AB91F4EB,440.0,0.0
0x2826F1ba81C784e1c8FfFCD4E092C7E704769aCf,539.0,0.0
0x28270647D90f6D3fF1DB593d545A6352B29DcC9e,462.0,0.0
0x2829696220C157F983eD4edD71D02Ce28DB06aCF,18544.0,0.0
0x282A0D807eE1cB7754F0CC316DbcADe87a79EF55,600.0,0.0
0x282A8a1AdCeaD867875A23BD95c61BCa0458a9af,95810.0,0.0
0x282FC4f8d660d6E58837Ed41c12A82fE64141E59,220.0,0.0
0x282b7781f18dd96ffFeC09983c3F9D7d69Ea07c5,532.0,150.0
0x283423ad29F9f2bdDf63f71FD00C14476fd308c0,1082.0,0.0
0x28345aA3C8381B2382706051cCF66A1939d2D30C,2590.0,0.0
0x283722d4c73161B6e8487eF4bB7ac30cD61c4a01,50.0,0.0
0x283855Ec95d30625d1C97De140A533df57363AB7,26427.0,0.0
0x2838B83fcCf2250191A3b8368662B848f4d42cfb,568.0,29482.0
0x283D06Ac5f6a142ECA58460F3adb8eBEEF7F21E9,1389.0,0.0
0x283Dc5b42F70d1d6e96E1eE63d5A20347D0A11C1,20.0,0.0
0x283EAA41407Cc4E47f8Fb8ccCEB59Be7dEA320C6,400.0,0.0
0x283b9E8E71A92D48a40EA7f85eF9e888C0FE4B9e,400.0,0.0
0x28407170Bdc934acDedE72B2CCA926a37b021F32,440.0,0.0
0x2841fca2396a201b0Ac1afb72eCa126B9b16fBBf,400.0,0.0
0x2842317655888c7cF2c546bB949C800355b80be9,26887.0,1118.0
0x284409c62F964Cf68136a03764A6CD18c0E687e0,750.0,0.0
0x28470481594d5B9566A8718E70c9e99ADcD097Bd,33113.0,4740.0
0x2848cDE9E3F949e0C41042F2e14878c0f95C45cf,427.0,0.0
0x284F98fAB8E97448847BD87B84BB9a647E4Be9bE,400.0,0.0
0x284FF85b6d17DbD2Ad607F658645c5B209744b7d,50.0,0.0
0x284a0A4d08c7FaC0fc7EF0Fa8cEC8f6eb46dA2ac,716.0,0.0
0x284d3180ad5a2b1E7584D5F70b57C22645fffBb9,94066.0,780.0
0x285706fbdEC3A4F73DC7b033B0B59b6e73c31ed1,400.0,0.0
0x2857DCB9Ae3D8Fc80d0A71Be79458cDe982adA07,150.0,0.0
0x285871c9CB88452Ed4A26f591bAa0C8D27b28720,20.0,0.0
0x285937cAB14C9CBE7E667CD3Aaf8FC57a3863E0F,38146.0,0.0
0x285F178bE1058E26fd0fdE41C631dEaf3dC99c2A,54695.0,17317.0
0x285c45Fc276733aC0079150B940Af3FAf5A18fA2,3995.0,0.0
0x285f24002CE2C0994503bCf3D9730C9010d8e1f2,440.0,0.0
0x285fD9860A1FdE6105F4ad4955fC24564457fd2C,600.0,50.0
0x286214Abb33b9391aeC5075544329d32e89c848A,546.0,0.0
0x28631bC89Af8c97a4Cd05BFF0Af0F98DFC85E718,550.0,0.0
0x28680A59B76Cb45d758b4DB4d88eF5ADAe46109a,400.0,0.0
0x286bF580AB7247D524D23703aaDf95248e3699DA,47316.0,0.0
0x2872FEb5199f687093AF2eB741BFEC40A0c2C12D,400.0,0.0
0x28749cD63543712097944Ec2168A820e5e5bb47F,400.0,0.0
0x2874e780263657eC2ee411CB3BBed802249e5933,1051.0,0.0
0x28765515C9FE59142b52471De6c281054Da30600,400.0,0.0
0x287961BAd5608E662A028B5191D6a811BffCDcA5,10.0,0.0
0x2879873127Eab7Df1392DAeFeD976cBc3c78470B,500.0,0.0
0x287f5410DC49E4ac4d5907EB67bb073d3F93b670,400.0,0.0
0x28879e74875BC52f1B4E43242eCa85A694F17fc5,578.0,0.0
0x2887d68d1160fAB193779060e08F6c5c94809061,400.0,0.0
0x288931D314a5Afa38BD8Ee15160a9A12aC373e79,781.0,0.0
0x288c0Af020E5D56Ac8D7d3a6aD6cD46dc473AebD,551.0,150.0
0x2890ec9d81d9713E4B423DfC0f4A66F7D8300A68,5958.0,0.0
0x2896c11fC0E2112D0B1cF8d352395ea32568abfB,15103.0,2000.0
0x2896fb54caF494D9A03608769F13865097D70512,40.0,447.0
0x28975E960BcE8949AC35c7fa82940848940220c6,400.0,0.0
0x2897852f9e252eEeEc6a4A5de70CbF0A419Cc39c,4668.0,160.0
0x2899339bA8bb4819B7B343851d98246cEC0e30b6,400.0,0.0
0x289bdFc1FaECE33737712c3ECB3df141e19AC44F,408.0,0.0
0x28A27c945b5f6AdA64BCD995D75f67b199C81F38,402.0,0.0
0x28AB344347D79858c8c4bC4a9Be760D4A04B6adB,440.0,0.0
0x28ACa05aCDC6F9E4982922A77c7B31f7c83072F1,430.0,0.0
0x28AFe03F8365C86d95329c3810216153941A6a24,8421.0,0.0
0x28B27AaFa56c21F5a374bbD4a44c015c81BaA707,400.0,0.0
0x28B5b32d64615b2A59bfbE9120B87B81CBcF086b,400.0,0.0
0x28B5bDFF163E3C2700Ee09d6240194D332FC15Ff,576.0,0.0
0x28B61468162f8B35ED35c2B73044334532D2f10A,400.0,0.0
0x28C2F26c08Ea7BdEec7312d152d260960062f13a,1.0,0.0
0x28C42b84EDC43e696F393E478Dd62b7F41F6d821,59800.0,23450.0
0x28C67De40A4409CAf3D1b84b6090d74C3d79B73D,500.0,0.0
0x28CA5f768cd87bf7CEd2cD4ba242f149747557c1,3983.0,2045.0
0x28Cac96171aa49048A72f8CEe7AC387B3fad18A2,588.0,0.0
0x28Cc6096B46e25eCfF91D59EeB15bC064b49d826,400.0,0.0
0x28Cf24fF32a138D87662030CFAa2AF1096d3E17B,457.0,0.0
0x28Da08Fa187d87BAd4c8E23922Bf41F014a0F076,450.0,0.0
0x28E0539A0Fd6d4A25ee913b24565202872e4fe26,2796.0,612.0
0x28E0a10839b925164D3883319559aCc903Bdc78C,390.0,0.0
0x28E4A04CCC52a4973A7797AC464b79767a404676,400.0,0.0
0x28E57A47CF5Ec02e153363cd33e2634d0a616302,70581.0,50.0
0x28E67F9E612c93355feEa7f33a0dA42fFE396F0f,50.0,0.0
0x28EcBD686CA5bd1541A8E41e93b769d7dAFB14C3,270597.0,22022.0
0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E,1385822.0,474407.0
0x28a14f92cB3328144a52e1fd0f183F839941fC78,550.0,140.0
0x28a3daa13BFdc30d02F9c05E83047edd1330247a,535.0,0.0
0x28aF0a5F98d7CDD7EB2AC4420040926931986CB7,743.0,50.0
0x28ad0f033F2Add23c229Ab9f53275E499a908Ec1,210.0,0.0
0x28b2cD97896e35D2E953b7e184AfBab9BE4D9C40,540.0,0.0
0x28b3EB7b6d015abA6F5b078c1587730135FD2F8d,404.0,0.0
0x28b675fD926E3E9484489af0065f8ab4367b7Bf7,400.0,0.0
0x28bED2927456e73EFFec63a1A179fDAF6ca3EABb,4400.0,0.0
0x28be420D382f7f86DD11a93cCb5B0D73Fa8f1Ae5,106552.0,1000.0
0x28c1B53b883f6bA8249DAAb16959079253132000,2190.0,0.0
0x28c33C09BF3649895a6F24e45A08120771e3e836,400.0,0.0
0x28c47558e534975FAA190c99823cB3D2ea1dD35E,501.0,150.0
0x28c72C3F6081EE26b1a3AD8942288dfC69994e03,1103.0,0.0
0x28c8D1FCe136B8B24BCEA3c85A0e28b2289d15de,3496.0,220.0
0x28cF408352dF19dF22dED955b4ACD6b4927dF8Dc,400.0,0.0
0x28dBa9dD08350A97Be343f95f00004B70fD4E422,400.0,0.0
0x28dc0D9cb301352Bb9355808A3Ed5BcFd134591b,170.0,0.0
0x28dc1Ec77D009d25F4Ce3F96b42F2D29661d4Cf3,40.0,0.0
0x28dfc3217a8c9600aE88F12CB761f4C3bf396B14,380.0,0.0
0x28e37b31299D8904B4F5645879B25c52c444637A,400.0,0.0
0x28e9e1b3Df4eFB725b1e7465CA80f727A003Bbc6,39750.0,10485.0
0x28ec26Bf0Ff8733435F36eFA3A12b03D5Ed85fa4,30.0,0.0
0x29013da543105Df1Bb68Aa418687BDaF25E30676,400.0,0.0
0x29044D327C4AF5fcbe7C0105DA92b6bC4B61AEe0,50.0,0.0
0x2906F5f98C7A783a1386FdA19179C4Dd98117D6C,400.0,0.0
0x2906dD4Caa94A8a21BF7d54e81960082D35D2F1C,440.0,0.0
0x29071e92a673e7F785799Bc3A2bBd735F106B2c2,240.0,410.0
0x290Bf2E4863E1AE494ca80A346e48D895dB60500,75135.0,50.0
0x290C0849D9343d670ad8cB81BD85d28C8aeb3c23,400.0,0.0
0x290C685d36dDc642fCDcFf9C654F9A622F903f4B,53485.0,0.0
0x290D24D9574E789963706cb45B79D44bBb0962bc,50.0,0.0
0x290a7A4bE59577d9e98C4234eC23A2d42461e213,400.0,0.0
0x290f053875e8d2d6bE9A56Be0D7a2a3C2ca3ae23,542.0,0.0
0x2910545cDd6efF35e7868B965B70Cb6099DfAB93,128091.0,50.0
0x2910Dc8318e2C0732A0e1915e732D46B7b375764,535.0,190.0
0x29115231CF322C2C039BFf18bDd176c2836d4f3b,514.0,0.0
0x291888f7F157cbAB382250a108a0350b405FDfa9,400.0,0.0
0x291aA28A03e772C2F88Bfb2A26368d1Afd9eCa54,20.0,0.0
0x291d9E6dC06109b1289fB4d3B1A547A4Bd474D53,400.0,0.0
0x291e2Cd6f5cEC9497C85B06d5c2F26e3c1FCBF25,300.0,0.0
0x29206d4720ee0CA3603fc64D9215903c67c08CAe,400.0,0.0
0x2920c8fDc9fe40300A80439EFfE2AF249Ca881eb,350.0,0.0
0x292175B2d37B4e379F19445412AaDc15398180FF,440.0,150.0
0x2922567F0368CB12c435faf5f422B11e8D012fb7,957.0,4943.0
0x2922E19D10E1257Fc000c40a08B0A2e641E678ff,5389.0,0.0
0x2922ae7fD7829ECb9b11C86F6e11A913dcA10CA8,500.0,0.0
0x2923A86939Eaa2d4AE7473ed00be931882d3fBBe,340.0,0.0
0x2923D5926C19A5eaB041C8d09D4f9912FF0eC92f,440.0,0.0
0x29262c3E51A7dd3095718B01170c92c44C9Fddc0,395.0,0.0
0x29266596A4A052FD0B3715EbEf330C6BBE818638,650.0,150.0
0x29268dfa1cf28367BB60828c78A29d72FC5f5360,700.0,0.0
0x2928e26e944119da9277F1Ac8797e697DD276161,400.0,0.0
0x292E8144971e599487dcd9770b88D03F7eB0D70E,850.0,0.0
0x29302376cDc9694Cd4207831fdAf5655B2C2BA0D,26740.0,42205.0
0x293236d2EA6Fb76aa11b936BE151e744182a01aa,400.0,0.0
