address,retained_20_x,degree_global,retained_15_x,not_retained_15_x,retained_20_y,not_retained_20_x,retained_25_x,not_retained_25_x,retained_30_x,not_retained_30_x,retained_35_x,not_retained_35_x,retained_40_x,not_retained_40_x,retained_45_x,not_retained_45_x,retained_50_x,not_retained_50_x,weighted_degree_global,retained_15_y,not_retained_15_y,retained_20_x,not_retained_20_y,retained_25_y,not_retained_25_y,retained_30_y,not_retained_30_y,retained_35_y,not_retained_35_y,retained_40_y,not_retained_40_y,retained_45_y,not_retained_45_y,retained_50_y,not_retained_50_y,clustering_global,retained_15_x,not_retained_15_x,retained_20_y,not_retained_20_x,retained_25_x,not_retained_25_x,retained_30_x,not_retained_30_x,retained_35_x,not_retained_35_x,retained_40_x,not_retained_40_x,retained_45_x,not_retained_45_x,retained_50_x,not_retained_50_x,betweenness_global,retained_15_y,not_retained_15_y,retained_20,not_retained_20_y,retained_25_y,not_retained_25_y,retained_30_y,not_retained_30_y,retained_35_y,not_retained_35_y,retained_40_y,not_retained_40_y,retained_45_y,not_retained_45_y,retained_50_y,not_retained_50_y,community_size,degree_community,weighted_degree_community,clustering_community,betweenness_community,degree_mean_comm,degree_std_comm,weighted_degree_mean_comm,weighted_degree_std_comm,clustering_mean_comm,clustering_std_comm,betweenness_mean_comm,betweenness_std_comm,cycle_3node_user_count,reciprocal_user_count,cycle_3node_avg_gap_days,reciprocal_avg_gap_days,cyclic_status
0x0A8387276326f82B6FF66490128250750EbB2484,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2973,1,25.0,0.0,0.0,4.842246888664649,19.429852898163546,1870.74128489741,12078.118271068706,0.3388477409985023,0.425584224538498,0.0004291220397167,0.0042054826140931,,,,,acyclic
0x0A8698f04a75F66239fDF2a18F8636799A08efC4,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,478,2,100.0,0.0,0.0,9.648535564853557,14.760772562978042,3247.8828451882846,12594.216919789977,0.3001837130879011,0.3751993439347249,0.0031998549794908,0.0114163853311822,,1.0,,0.0008541120601851851,cyclic
0x0A89Ce5A219383E55D3cb01fA56b50e38DBc923e,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,1,400.0,0.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,,,,,acyclic
0x0A8E964Bfa6BB30A477d112FA87bE9F7fB8f33f4,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,3,440.0,1.0,0.0,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,3.0,1.0,30.025426540844908,0.0009095035995370371,cyclic
0x0A8Ed3206C4895A6a41D632e7B83Ff017560c881,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,2,400.0,1.0,0.0,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,,,,,acyclic
0x0A8ac9075131e789a4bF7b54428a7055BaC0a17a,1,0.0007739938080495,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1420.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,747,2,1420.0,0.0,0.0,7.421686746987952,15.655137687834795,844.2947791164657,3765.298262383024,0.3442538886997847,0.3884959054532184,0.0032683215604078,0.017834170614216,,1.0,,,cyclic
0x0A8c4C7b3036501AA52002C859646287b1b95968,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,317,1,400.0,0.0,0.0,3.659305993690852,7.67191265726015,1706.0252365930598,6917.066183575857,0.2627113304217254,0.4044285009857023,0.0013740176420366,0.0061731901459871,,,,,acyclic
0x0A9223A6DadAC72fFAd9c4618C8b5859706Cdd9E,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,200.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,1,200.0,0.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,,,,,acyclic
0x0A9Ad16594ebe2F695f469C9B2aE647b274D333D,0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,50.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,,,,,acyclic
0x0A9B2b50C0D7f5a2f7abBa0276380705A3eFb240,1,0.0023219814241486,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,2740.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8333333333333334,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3.894162772830191e-08,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,398,6,2740.0,0.8333333333333334,0.0002354014738565,5.125628140703518,19.033956041819746,1557.7336683417086,8855.101664895747,0.4281881051322502,0.4368645841528099,0.0021402620307092,0.0183472783747194,15.0,2.0,59.85626594214699,11.977894640578704,cyclic
0x0AA82846e00697C2988fb899316FC09695920C54,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1900.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1357,2,1900.0,1.0,0.0,6.757553426676492,16.793980587709584,4280.634546794399,17786.613380988994,0.4452632972137468,0.4388346763061616,0.0012946196104281,0.0089079814088879,,,,,acyclic
0x0AB8494DBB8c5717076FdCd85E15128A07ceEF1E,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,117,1,400.0,0.0,0.0,4.102564102564102,7.844814469339311,1072.820512820513,2381.901817714317,0.311739923575595,0.4207499132275446,0.0069414010943246,0.0258617960024111,,,,,acyclic
0x0AD1BB0376B88b90F3Df26763444BB3ca6037D55,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,520.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,4,520.0,1.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,3.0,1.0,55.892268511296294,0.01069065204861111,cyclic
0x0AE3C4Df12F79D96Efa0a1dC8439F9D846917793,0,0.0042569659442724,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,8297.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8666666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4.266895794511873e-06,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,11,8297.0,0.8666666666666667,2.71425020243713e-05,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,57.0,5.0,5.895280315532407,7.899116934997684,cyclic
0x0AED04cfb4795130eE3DE830ee298C5F1345C4B0,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,107,1,20.0,0.0,0.0,10.80373831775701,13.341267550551736,699.196261682243,1505.1986482029308,0.3967816077196511,0.3650643293439568,0.0115869377198948,0.0335317959281335,,,,,acyclic
0x0AEd1Afd5267f7C4b4aD4db97e0cf22697a2d971,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2973,1,400.0,0.0,0.0,4.842246888664649,19.429852898163546,1870.74128489741,12078.118271068706,0.3388477409985023,0.425584224538498,0.0004291220397167,0.0042054826140931,,,,,acyclic
0x0Aa32EBa356afDab3da1e265fD9F91de05b9Ce6B,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1228,1,400.0,0.0,0.0,4.814332247557004,14.206523856723049,3423.3501628664494,17055.351144043972,0.1155517708665604,0.2962606034014107,0.000320173490529,0.0022695356600047,,,,,acyclic
0x0Aa9CA3DbCbf814113FbA9F6ee57f9868EB2cc8d,0,0.0046439628482972,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,6862.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5357142857142857,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.7782255756275608e-05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1357,12,6862.0,0.5357142857142857,0.0003053233023275,6.757553426676492,16.793980587709584,4280.634546794399,17786.613380988994,0.4452632972137468,0.4388346763061616,0.0012946196104281,0.0089079814088879,63.0,4.0,88.71318247558202,29.7745510633912,cyclic
0x0AaF9eC24872735826d8A7837fbE9465Dc46a548,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,315,2,100.0,0.0,0.0,3.2634920634920634,4.969694834448921,371.8285714285714,891.2004906123527,0.0381682603111174,0.1804497428768862,0.0068803310719429,0.0275352844514938,,1.0,,0.0010204567592592593,cyclic
0x0Ab18a36fEAb532D2b7F66fD46af543C968df209,1,0.0011609907120743,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,75.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,747,3,75.0,1.0,0.0,7.421686746987952,15.655137687834795,844.2947791164657,3765.298262383024,0.3442538886997847,0.3884959054532184,0.0032683215604078,0.017834170614216,,1.0,,,cyclic
0x0AbF4159c111615667884Eb2b733cB0127C9aC8c,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,200.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1059,1,200.0,0.0,0.0,4.572237960339943,12.338147760761483,1803.8318980169968,8780.367231625758,0.2928917965603501,0.4052778927100568,0.0010675782221108,0.0064964567589515,,,,,acyclic
0x0AcCe3C7ef6F834A5E1DE0c3d2379f8b5771c91B,0,0.0119969040247678,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2532.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3666666666666666,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,8.976644319268783e-07,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1008,30,2478.0,0.3842105263157894,0.0006448101372766,34.654761904761905,56.02317098604411,35958.47420634921,82309.0801823473,0.4190144057988976,0.3139338996057366,0.001586262363086,0.0104162131503995,138.0,10.0,27.211708478563764,,cyclic
0x0Ade3c6ee3de394cf9fbF4fE3d822416Bda4E4A7,0,0.0023219814241486,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,584.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2.2737502647757863e-09,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1008,6,584.0,0.8,2.2451584261593014e-06,34.654761904761905,56.02317098604411,35958.47420634921,82309.0801823473,0.4190144057988976,0.3139338996057366,0.001586262363086,0.0104162131503995,,1.0,,0.0019669847337962965,cyclic
0x0Adf508EECaBF2a9d088A6dDBce13Ad8F672D5e5,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,2,20.0,0.0,0.0,3.0,1.1547005383792517,28.5,22.72296928953902,0.0,0.0,0.3333333333333333,0.3849001794597505,,1.0,,0.0011747620833333333,cyclic
0x0Ae176F1d6cE2226c28b04849034E18a2b1B4f43,1,0.0042569659442724,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7037.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1.140893727632884e-06,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1154,7,4225.0,0.6666666666666666,0.0003007322608613,7.492201039861352,14.07317112599388,5310.242634315425,17469.94399961194,0.4212308719793363,0.4176418790607702,0.0007926305555263,0.003190893863898,30.0,5.0,66.0208221107581,23.132725402675927,cyclic
0x0Ae317726BAf72EE4b661465A6a4C83fF99559b1,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,2,400.0,1.0,0.0,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,,,,,acyclic
0x0Ae429C1c5d6B9324beB8Fd5574a88876Fa99E5C,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,500.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2.499542760440072e-07,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,4,500.0,0.3333333333333333,1.660931844925888e-05,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,3.0,1.0,,0.008949308333333333,cyclic
0x0Af8F3E0Aec49D1f77D53E9400261131186eF155,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.3997310358188778e-05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3629,2,40.0,0.0,0.0,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,,1.0,,0.021096713587962963,cyclic
0x0B05D2F3fF7E62A29604C6d6C431A629e50367E5,1,0.0058049535603715,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3660.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3272727272727272,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,9.833916772081098e-05,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1059,15,3660.0,0.3272727272727272,0.0022756159197351,4.572237960339943,12.338147760761483,1803.8318980169968,8780.367231625758,0.2928917965603501,0.4052778927100568,0.0010675782221108,0.0064964567589515,51.0,4.0,107.06191725063464,15.287926975928821,cyclic
0x0B0bCB8dfFE416ff5149f0838E033A2a904a5D0c,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2499,1,400.0,0.0,0.0,4.510604241696679,14.894779997434542,2100.224665866346,13485.484495579558,0.2490493125267865,0.3763440658084806,0.0004880876715648,0.0039032754047014,,,,,acyclic
0x0B0dA0864233eF664301EF480fB7Ced4f2EF8309,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,64.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.28162046909457e-07,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3629,3,64.0,0.0,8.875582572090216e-06,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,,1.0,,0.001340110798611111,cyclic
0x0B1280B5aC197922A7ed1ba96Cb7f5Db85981B3E,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,162.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,2,162.0,1.0,0.0,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,,,,,acyclic
0x0B1660298be52C745714378C2B6a450FE8234354,0,0.038312693498452,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,667643.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1448692152917505,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0028654698998808,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,95,619693.0,0.1492537313432835,0.0073935392563993,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,1167.0,28.0,36.33209432433086,10.540212722369029,cyclic
0x0B16e908Fb8fd5Af83180dD84fc3C1834Dcb2D43,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,1,400.0,0.0,0.0,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,,,,,acyclic
0x0B1C524CF758ab90744c4a4F1B1102615f9c1D24,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,481.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2897,3,481.0,1.0,0.0,6.592336900241629,19.17046558247583,7195.344252675181,32585.73930725987,0.2296100331089244,0.3703063669739445,0.0003907564024553,0.0026768606160134,3.0,1.0,,0.002617956608796296,cyclic
0x0B1d3D3599684Ff4504556B5F42064bee3d6EDF3,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2662,1,50.0,0.0,0.0,6.225394440270473,29.968935208657484,2401.872381667919,15066.963380115323,0.5141160900391379,0.4600420089908119,0.0004838757154601,0.0059683377437353,,,,,acyclic
0x0B25663e50270e67a73cb024C9C1B24DEFa3B8b9,0,0.0135448916408668,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,38477.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2352941176470588,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.6062025439877354e-07,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1008,35,38477.0,0.2352941176470588,0.0001126087007503,34.654761904761905,56.02317098604411,35958.47420634921,82309.0801823473,0.4190144057988976,0.3139338996057366,0.001586262363086,0.0104162131503995,,,,,cyclic
0x0B27c55F94c5845f3250B4C64BF36a39D72A61A5,0,0.0007739938080495,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,300.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2.8547722172774813e-06,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1154,2,300.0,1.0,0.0003924223245644,7.492201039861352,14.07317112599388,5310.242634315425,17469.94399961194,0.4212308719793363,0.4176418790607702,0.0007926305555263,0.003190893863898,3.0,,0.46668896925925923,,cyclic
0x0B2D80a074B0b57B9AF9610e11C2E6d2C8709828,0,0.001547987616099,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2509.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8333333333333334,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.5535849068780336e-08,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1923,4,2509.0,0.8333333333333334,1.648501715989673e-05,4.659386375455018,20.012871743438385,2154.0359438377536,15437.67906776825,0.3725933856724794,0.4488066467496989,0.0006185923905106,0.006487254628877,6.0,,,,cyclic
0x0B30C7A5FE9d125d3f1148Bc3073DCb168f97995,0,0.0003869969040247,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,185,1,50.0,0.0,0.0,8.367567567567567,14.801036502593876,1214.9513513513514,3304.6033723742707,0.4310335702673148,0.4172583268606272,0.0053042707711275,0.0201561256376235,,,,,acyclic
0x0B3110DBdF162758a5e1E4353fCddaf6D8e81315,0,0.0011609907120743,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,54.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.952523262061464e-05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3629,3,54.0,1.0,0.0002205841124272,5.942132818958391,45.865413126332655,1936.8898815100576,13483.479361373666,0.4177608750843236,0.4538680499471084,0.0004874768875243,0.0097548798564845,3.0,1.0,,0.025525732731481482,cyclic
