count,mean,std,min,25%,50%,75%,max,community_id,centrality,retention_label
575.0,0.4998375333738403,0.002065228456857841,0.4649395509499136,0.4999101441288174,0.499922123045588,0.4999640537755517,0.5010025814972684,5.0,closeness,not_retained
26.0,0.49993802495264933,5.5486782911331804e-05,0.4999101441288174,0.4999101441288174,0.4999161335154434,0.49993709755270227,0.5001558267206866,5.0,closeness,retained
575.0,0.802178679390056,0.25280261780396046,0.0940721649484536,0.6638477801268499,0.9333333333333332,1.0,1.0,5.0,clustering,not_retained
26.0,0.8533957386282969,0.22168422741876706,0.3533333333333333,0.8,1.0,1.0,1.0,5.0,clustering,retained
575.0,6.76,6.009121985642111,3.0,3.0,4.0,8.0,26.0,5.0,kshell,not_retained
26.0,5.8076923076923075,5.043960592782072,3.0,3.0,4.0,5.75,26.0,5.0,kshell,retained
575.0,14254.03025739645,46034.65223575969,115.0,533.5,1828.0,8222.5,442830.0,5.0,weighted_degree,not_retained
26.0,5948.5,15094.755317659177,150.0,150.0,697.5,2167.0,69883.0,5.0,weighted_degree,retained
846.0,9.466903073286051,19.37565645495443,2.0,4.0,5.0,6.0,177.0,6.0,degree,not_retained
76.0,42.93421052631579,127.79153185573404,3.0,5.0,6.0,34.5,1081.0,6.0,degree,retained
846.0,9.849469166501019e-06,5.392174334698719e-05,0.0,0.0,0.0,6.162558096285789e-07,0.0007822575204669,6.0,betweenness,not_retained
76.0,0.00010016740961452508,0.0004857140791401604,0.0,0.0,9.861401287176534e-07,3.509607371769256e-05,0.0041352776439895,6.0,betweenness,retained
846.0,0.49653723439949105,0.010356806489543978,0.4649291898336434,0.4999101441288174,0.4999161335154434,0.499922123045588,0.5007981372796121,6.0,closeness,not_retained
76.0,0.4973340505429242,0.009542022408094661,0.4649343703340539,0.4999161335154434,0.499922123045588,0.5000659148380293,0.504546553808948,6.0,closeness,retained
846.0,0.8721066440560329,0.22623046492185164,0.0543859649122807,0.8333333333333334,1.0,1.0,1.0,6.0,clustering,not_retained
76.0,0.6500076457067184,0.3655479523559382,0.0110347389931265,0.2540978750746208,0.8333333333333334,1.0,1.0,6.0,clustering,retained
846.0,4.637115839243499,3.032290629981199,2.0,3.0,4.0,5.0,20.0,6.0,kshell,not_retained
76.0,8.25,5.694734409961539,3.0,4.0,5.0,13.0,18.0,6.0,kshell,retained
846.0,4817.584281090872,25475.789346701422,54.0,199.0,500.0,829.25,393519.0,6.0,weighted_degree,not_retained
76.0,15041.681400907655,36247.16452200626,78.0,202.0,614.5,18980.25,272647.8928322182,6.0,weighted_degree,retained
136.0,11.352941176470589,33.91023649922764,3.0,4.0,5.0,7.25,312.0,7.0,degree,not_retained
43.0,12.976744186046512,11.619950766416935,3.0,7.0,8.0,11.0,46.0,7.0,degree,retained
136.0,8.142952190955972e-06,4.417364643230779e-05,0.0,0.0,0.0,3.302666685085017e-09,0.0004910331942665,7.0,betweenness,not_retained
43.0,1.2829318266724565e-05,2.445684434345242e-05,0.0,0.0,1.3162802005773615e-09,1.3255591355559445e-05,9.488114525219332e-05,7.0,betweenness,retained
136.0,0.4978881957815966,0.008270153774321944,0.4649291898336434,0.4999101441288174,0.4999161335154434,0.4999281127192562,0.5012553608111192,7.0,closeness,not_retained
43.0,0.49832488663076246,0.0074581012780270284,0.4649499125279966,0.4999251178824221,0.4999341025364532,0.4999430875493194,0.5000898881791052,7.0,closeness,retained
136.0,0.8725459414188804,0.2055185915837996,0.0298623835328057,0.8,1.0,1.0,1.0,7.0,clustering,not_retained
43.0,0.7899121273831825,0.23227988226824656,0.2486772486772486,0.7275641025641026,0.8571428571428571,1.0,1.0,7.0,clustering,retained
136.0,4.588235294117647,1.906987495289243,2.0,3.0,4.0,5.0,10.0,7.0,kshell,not_retained
43.0,6.767441860465116,1.949813291456214,3.0,6.0,6.0,7.0,10.0,7.0,kshell,retained
136.0,4152.863415691638,24526.144275735063,70.0,278.0,738.0,1714.5,279573.4396323056,7.0,weighted_degree,not_retained
43.0,4296.035865190409,6692.5377498531725,97.0,502.0,1378.6630379606909,3049.5,24697.56240285676,7.0,weighted_degree,retained
735.0,9.843537414965986,32.715498223042474,2.0,4.0,4.0,6.0,712.0,8.0,degree,not_retained
114.0,10.535087719298245,15.895220979660431,3.0,4.0,5.0,6.0,93.0,8.0,degree,retained
735.0,1.5149156804185239e-05,9.795239014306059e-05,0.0,0.0,7.37902467988773e-07,3.0315928888386617e-06,0.0022934757481793,8.0,betweenness,not_retained
114.0,1.779691149259489e-05,6.23288708895012e-05,0.0,2.55283458918581e-07,1.1261282655006831e-06,2.8409442175354828e-06,0.0005668325336696,8.0,betweenness,retained
735.0,0.4986056806348245,0.006696922207152716,0.4649291898336434,0.4999101441288174,0.4999101441288174,0.499922123045588,0.5025473027496417,8.0,closeness,not_retained
114.0,0.4993290713052054,0.0046095181871925375,0.4649395509499136,0.4999101441288174,0.4999161335154434,0.4999161335154434,0.5003777476645601,8.0,closeness,retained
735.0,0.8644365432158716,0.24225875916289383,0.0149247577819006,0.8333333333333334,1.0,1.0,1.0,8.0,clustering,not_retained
114.0,0.8394172840960374,0.27792643025499364,0.0632716049382716,0.8333333333333334,1.0,1.0,1.0,8.0,clustering,retained
735.0,4.012244897959183,1.6303030409523198,2.0,3.0,3.0,4.0,12.0,8.0,kshell,not_retained
114.0,4.491228070175438,2.096122058000666,3.0,3.0,4.0,4.0,11.0,8.0,kshell,retained
735.0,3970.6270394518438,22093.66246694653,74.0,500.0,531.0,654.5,432167.0,8.0,weighted_degree,not_retained
114.0,9447.08888769331,44053.17417503328,124.0,167.25,520.0,606.75,420259.0,8.0,weighted_degree,retained
222.0,8.234234234234235,19.31119524079604,3.0,4.0,5.0,7.0,264.0,9.0,degree,not_retained
48.0,17.8125,24.76928112065513,2.0,5.0,12.0,20.25,146.0,9.0,degree,retained
222.0,8.069883027640148e-06,2.5206375086483017e-05,0.0,0.0,4.936994420315007e-09,3.6505341021577093e-06,0.0002477417357962,9.0,betweenness,not_retained
48.0,2.3134595137522687e-05,5.8243625810546096e-05,0.0,4.897711252196562e-10,1.7616008650602061e-06,2.472589205699337e-05,0.0003722698530682,9.0,betweenness,retained
222.0,0.49977528042258473,0.002351254594152834,0.4649343703340539,0.4999101441288174,0.4999161335154434,0.4999281127192562,0.501345700966021,9.0,closeness,not_retained
48.0,0.4991761621359521,0.005063324459365107,0.4649965453451312,0.4999146361687869,0.4999460826014545,0.49998352401898427,0.5004257564673007,9.0,closeness,retained
222.0,0.8579433383655682,0.21421185414260335,0.0266451767772024,0.7714285714285714,1.0,1.0,1.0,9.0,clustering,not_retained
48.0,0.673713196515282,0.3039997542958194,0.061128526645768,0.44703103913630227,0.6787878787878787,1.0,1.0,9.0,clustering,retained
222.0,4.256756756756757,1.5432891725068136,3.0,3.0,4.0,5.0,12.0,9.0,kshell,not_retained
48.0,6.208333333333333,2.466441431158124,2.0,4.0,7.0,9.0,9.0,9.0,kshell,retained
222.0,3418.4053832782624,19005.66555139935,108.0,517.0,677.0,1439.1331952674368,214714.0,9.0,weighted_degree,not_retained
48.0,9301.688062528536,16882.00891205846,100.0,520.0,4551.5,11252.0,100575.66368087588,9.0,weighted_degree,retained
82.0,13.304878048780488,27.92392178777249,3.0,4.0,5.0,8.0,180.0,10.0,degree,not_retained
5.0,13.6,10.96813566655701,6.0,9.0,10.0,10.0,33.0,10.0,degree,retained
82.0,1.08850256819582e-05,5.8276439700780136e-05,0.0,0.0,0.0,2.625038800008567e-09,0.0005125080920879,10.0,betweenness,not_retained
5.0,6.773020684596794e-06,1.5141705771497535e-05,1.9145893826579807e-10,1.441412292372508e-09,1.4668700193287295e-09,2.676322444186905e-09,3.385932735928982e-05,10.0,betweenness,retained
82.0,0.4999539374749739,0.0001393294491946485,0.4999101441288174,0.4999101441288174,0.4999161335154434,0.499932605082154,0.5008642627358717,10.0,closeness,not_retained
5.0,0.4999592659133076,5.34872831329003e-05,0.499922123045588,0.4999400924971843,0.4999400924971843,0.4999400924971843,0.5000539290293973,10.0,closeness,retained
82.0,0.8224216079094484,0.2696301078277605,0.0397975615366919,0.8125,1.0,1.0,1.0,10.0,clustering,not_retained
5.0,0.6707203907203907,0.25156864440573307,0.2393162393162393,0.7142857142857143,0.75,0.75,0.9,10.0,clustering,retained
82.0,4.426829268292683,1.8326967770647862,3.0,3.0,4.0,5.0,10.0,10.0,kshell,not_retained
5.0,6.2,1.0954451150103321,5.0,6.0,6.0,6.0,8.0,10.0,kshell,retained
82.0,7935.717353354591,32712.472101999832,125.0,524.75,554.5,2182.25,285555.0972971643,10.0,weighted_degree,not_retained
5.0,7860.8,15470.682198920642,655.0,692.0,928.0,1500.0,35529.0,10.0,weighted_degree,retained
3.0,5.666666666666667,1.5275252316519465,4.0,5.0,6.0,6.5,7.0,11.0,degree,not_retained
3.0,8.0,1.7320508075688772,6.0,7.5,9.0,9.0,9.0,11.0,degree,retained
3.0,3.7505009742218525e-07,6.49605824118882e-07,0.0,0.0,0.0,5.625751461332778e-07,1.1251502922665557e-06,11.0,betweenness,not_retained
3.0,1.74491369814365e-05,2.919523331082176e-05,3.6497369583339515e-09,5.96739600178826e-07,1.189829463399318e-06,2.6171880603675585e-05,5.115393174395185e-05,11.0,betweenness,retained
3.0,0.4999181301211723,9.149174083863405e-06,0.4999101441288174,0.4999131388221304,0.4999161335154434,0.4999221231173498,0.4999281127192562,11.0,closeness,not_retained
3.0,0.4999281127670991,5.989745432759626e-06,0.499922123045588,0.4999251178824221,0.4999281127192562,0.4999311076278547,0.4999341025364532,11.0,closeness,retained
3.0,0.8888888888888888,0.1924500897298753,0.6666666666666666,0.8333333333333333,1.0,1.0,1.0,11.0,clustering,not_retained
3.0,0.7555555555555555,0.07698003589195015,0.6666666666666666,0.7333333333333334,0.8,0.8,0.8,11.0,clustering,retained
3.0,4.0,1.0,3.0,3.5,4.0,4.5,5.0,11.0,kshell,not_retained
3.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,11.0,kshell,retained
3.0,2878.6666666666665,2028.8571495631063,536.0,2286.0,4036.0,4050.0,4064.0,11.0,weighted_degree,not_retained
3.0,4789.333333333333,1815.2433262054246,3431.0,3758.5,4086.0,5468.5,6851.0,11.0,weighted_degree,retained
321.0,8.467289719626168,17.303712259047934,2.0,4.0,5.0,7.0,230.0,12.0,degree,not_retained
58.0,16.517241379310345,30.375568078904344,3.0,5.25,7.0,12.0,195.0,12.0,degree,retained
321.0,1.1699450426487181e-05,5.194745293334923e-05,0.0,0.0,1.3848617620685838e-08,3.0555781659521268e-06,0.0006372358366358,12.0,betweenness,not_retained
58.0,2.2048978897380974e-05,5.766169528029346e-05,0.0,0.0,1.1554049628397364e-09,6.992633238203507e-06,0.0003380548376403,12.0,betweenness,retained
321.0,0.49926915631534896,0.0047386178140730855,0.4649447316812266,0.4999101441288174,0.4999161335154434,0.4999281127192562,0.5007921267402784,12.0,closeness,not_retained
58.0,0.4999701942367062,0.00015390690069145885,0.4999101441288174,0.4999161335154434,0.499922123045588,0.49994458507538697,0.5009063516644459,12.0,closeness,retained
321.0,0.8347517318998351,0.2352997370835525,0.04331096196868,0.7142857142857143,1.0,1.0,1.0,12.0,clustering,not_retained
58.0,0.7666127666768394,0.2920992996135256,0.0391659622428853,0.7301587301587302,0.8785714285714286,1.0,1.0,12.0,clustering,retained
321.0,4.327102803738318,1.5798083404398666,2.0,3.0,4.0,5.0,10.0,12.0,kshell,not_retained
58.0,5.5,2.0711044599948423,3.0,4.0,5.0,6.0,10.0,12.0,kshell,retained
321.0,2328.0274075720486,5602.012879008249,100.0,500.0,540.0,1260.0,52093.83685915768,12.0,weighted_degree,not_retained
58.0,12510.55078737502,42240.37277587876,120.0,255.5,580.282023406257,2150.5,253363.80104058151,12.0,weighted_degree,retained
129.0,5.217054263565892,4.585918052020223,2.0,4.0,4.0,5.0,42.0,13.0,degree,not_retained
32.0,26.25,73.51541422744116,3.0,4.75,6.0,21.25,422.0,13.0,degree,retained
129.0,3.725630533301167e-06,1.4350800456016987e-05,0.0,0.0,0.0,0.0,0.0001029229324515,13.0,betweenness,not_retained
32.0,6.924903799916112e-05,0.00026808639982132623,0.0,0.0,2.0254909676955422e-06,2.2708605506349288e-05,0.0015174756599245,13.0,betweenness,retained
129.0,0.4993755461807244,0.004338985356303148,0.4649291898336434,0.4999101441288174,0.4999101441288174,0.4999161335154434,0.5001318470574134,13.0,closeness,not_retained
32.0,0.49891205545178524,0.006207602438671888,0.4649291898336434,0.4999161335154434,0.4999161335154434,0.500008987848429,0.5015144230769231,13.0,closeness,retained
129.0,0.952530362944923,0.15424279004431735,0.141025641025641,1.0,1.0,1.0,1.0,13.0,clustering,not_retained
32.0,0.7349370488067711,0.359520327155948,0.0212033594933223,0.2827614379084967,1.0,1.0,1.0,13.0,clustering,retained
129.0,3.5891472868217056,0.9405151771500612,2.0,3.0,3.0,4.0,10.0,13.0,kshell,not_retained
32.0,5.5,2.639648070384359,2.0,4.0,4.0,7.25,10.0,13.0,kshell,retained
129.0,661.9871403498144,1217.026883298279,59.0,197.0,300.0,520.0,9427.514987541286,13.0,weighted_degree,not_retained
32.0,12219.738050670778,27865.055901332234,124.0,175.5,530.0,13163.462213290371,124083.0,13.0,weighted_degree,retained
558.0,9.225806451612904,40.65963172977018,2.0,4.0,5.0,6.0,849.0,14.0,degree,not_retained
114.0,22.280701754385966,29.904126678830416,3.0,5.0,6.5,35.0,149.0,14.0,degree,retained
558.0,9.769999237836659e-06,0.00011251508884626492,0.0,0.0,1.607859059875565e-07,1.357075824889507e-06,0.002466130501723,14.0,betweenness,not_retained
114.0,4.073087914847185e-05,7.517693208167134e-05,0.0,1.607859059875565e-07,1.8662602241960656e-06,4.555981438006514e-05,0.0004412155704333,14.0,betweenness,retained
558.0,0.49866845265810084,0.006510329022602531,0.4649343703340539,0.4999101441288174,0.4999161335154434,0.499922123045588,0.502771351455562,14.0,closeness,not_retained
114.0,0.4990801126096306,0.005621687507081429,0.4649343703340539,0.4999161335154434,0.499922123045588,0.5000344533292215,0.5006599313671378,14.0,closeness,retained
558.0,0.8912861296352277,0.19335451236428527,0.0145693497524796,0.8333333333333334,1.0,1.0,1.0,14.0,clustering,not_retained
114.0,0.669623572625244,0.3702771346874485,0.0591176102987126,0.2682523616734143,0.8833333333333333,1.0,1.0,14.0,clustering,retained
558.0,4.417562724014337,2.3183399176171253,2.0,3.0,4.0,5.0,18.0,14.0,kshell,not_retained
114.0,6.526315789473684,4.259732274431927,3.0,4.0,4.0,8.0,18.0,14.0,kshell,retained
558.0,1891.531116626123,8542.255293985812,100.0,260.0,520.0,630.0,140696.0,14.0,weighted_degree,not_retained
114.0,18495.599623093192,52254.151274396245,100.0,367.9924776584343,705.1724792033826,20206.25,352109.65583203663,14.0,weighted_degree,retained
556.0,22.75,36.7497073592565,2.0,3.0,4.0,20.0,350.0,15.0,degree,not_retained
16.0,64.5625,53.09107740477678,2.0,19.5,51.5,101.75,168.0,15.0,degree,retained
556.0,1.5079815746978427e-05,7.381853985620862e-05,0.0,0.0,1.9778308762710175e-08,1.4278186168824344e-06,0.0011621519246285,15.0,betweenness,not_retained
16.0,3.900432407167064e-05,4.937658641405086e-05,0.0,9.182686657871948e-06,2.1096389117761524e-05,6.105279283152214e-05,0.000196417229612,15.0,betweenness,retained
556.0,0.49973033003453443,0.002971405085223583,0.4649291898336434,0.4999101441288174,0.4999101441288174,0.4999820262416871,0.5013878708499057,15.0,closeness,not_retained
16.0,0.49996943820375817,0.0009325219042338506,0.496572571047746,0.49997154226721346,0.5001348495809887,0.5003447513268037,0.5006359033426919,15.0,closeness,retained
556.0,0.8379311127822465,0.2319047925161412,0.0643052117057068,0.6877798916176641,1.0,1.0,1.0,15.0,clustering,not_retained
16.0,0.5548312792329333,0.2669087034034798,0.2528846153846154,0.31538955078490877,0.5371414064483371,0.6642246642246642,1.0,15.0,clustering,retained
556.0,10.800359712230216,13.713598165512515,2.0,3.0,3.0,9.0,40.0,15.0,kshell,not_retained
16.0,22.9375,14.405872645093968,2.0,8.75,20.0,40.0,40.0,15.0,kshell,retained
556.0,18547.221582471033,42978.15017031687,2.0,500.0,545.0,11177.75,492939.9460647898,15.0,weighted_degree,not_retained
16.0,206350.875,276746.3848729555,100.0,39840.25,99923.5,192377.0,954294.0,15.0,weighted_degree,retained
5.0,8.4,3.9115214431215892,3.0,8.0,8.0,9.0,14.0,16.0,degree,not_retained
5.0,8.234785691196375e-06,1.1281400493663809e-05,0.0,1.0530241604618895e-09,6.855644356699143e-06,6.855644356699143e-06,2.7461586718423124e-05,16.0,betweenness,not_retained
5.0,0.4999245190872868,1.0880794424222971e-05,0.4999101441288174,0.499922123045588,0.499922123045588,0.4999281127192562,0.4999400924971843,16.0,closeness,not_retained
5.0,0.8742857142857143,0.19016641476907126,0.5714285714285714,0.8,1.0,1.0,1.0,16.0,clustering,not_retained
5.0,4.6,0.8944271909999159,3.0,5.0,5.0,5.0,5.0,16.0,kshell,not_retained
5.0,6525.2,4760.948823501467,510.0,2553.0,7959.0,10618.0,10986.0,16.0,weighted_degree,not_retained
287.0,10.547038327526133,17.648977761417257,3.0,4.0,6.0,7.0,137.0,17.0,degree,not_retained
29.0,12.586206896551724,13.01789219656467,3.0,5.0,6.0,20.0,56.0,17.0,degree,retained
287.0,1.8530512445499917e-05,6.067401296936927e-05,0.0,0.0,6.292256265738812e-07,5.023091244300331e-06,0.0006300353839782,17.0,betweenness,not_retained
29.0,1.522896939096549e-05,3.285226353545374e-05,0.0,5.565373588162668e-07,6.275024961294891e-07,1.814000053811548e-05,0.0001642325806809,17.0,betweenness,retained
287.0,0.4995760731974826,0.00356113792849335,0.4649447316812266,0.4999101441288174,0.4999161335154434,0.4999251178824221,0.5005638331054008,17.0,closeness,not_retained
29.0,0.4999479476195834,5.570302404271602e-05,0.4999101441288174,0.4999161335154434,0.499922123045588,0.4999820262416871,0.5001318470574134,17.0,closeness,retained
287.0,0.839944854253862,0.2522851502895729,0.0592020592020592,0.8,1.0,1.0,1.0,17.0,clustering,not_retained
29.0,0.759920081663195,0.268194134687261,0.2379032258064516,0.5367647058823529,0.8333333333333334,1.0,1.0,17.0,clustering,retained
287.0,4.780487804878049,2.3896416412930606,3.0,3.0,4.0,5.0,13.0,17.0,kshell,not_retained
29.0,5.551724137931035,2.7977823730405755,3.0,4.0,4.0,6.0,13.0,17.0,kshell,retained
287.0,4560.917544113561,19277.84030365684,106.0,357.5,531.0,1370.5,253927.0,17.0,weighted_degree,not_retained
29.0,6740.413793103448,11098.544095373312,140.0,196.0,650.0,8894.0,40842.0,17.0,weighted_degree,retained
175.0,8.8,17.280977515986937,2.0,4.0,5.0,7.0,172.0,18.0,degree,not_retained
23.0,11.782608695652174,13.879207868866068,2.0,4.0,5.0,13.0,53.0,18.0,degree,retained
175.0,1.2218509388572093e-05,4.3773758864430614e-05,0.0,0.0,0.0,1.7125774545661488e-07,0.0003326405577581,18.0,betweenness,not_retained
23.0,1.5643598047206656e-05,3.5576114577325654e-05,0.0,0.0,1.5645904102603802e-09,7.161052484336916e-06,0.0001304309304596,18.0,betweenness,retained
175.0,0.49853483636254564,0.006876301340870196,0.4649291898336434,0.4999101441288174,0.4999161335154434,0.499922123045588,0.500810158791123,18.0,closeness,not_retained
23.0,0.4982791162986299,0.007273649036927139,0.4650691038787338,0.4999101441288174,0.4999161335154434,0.4999460826732267,0.5001438366016205,18.0,closeness,retained
