centrality,retention_label,mean,std
betweenness,not_retained,0.0010743923937821531,0.013163814481710346
betweenness,retained,0.002049137795578887,0.01464255801661162
clustering,not_retained,0.4139960765812487,0.45105020316459143
clustering,retained,0.44529897545290403,0.4358268924510122
degree,not_retained,6.82202734760242,155.9646147303789
degree,retained,9.295356215748486,26.595013368576208
weighted_degree,not_retained,3380.9242471835205,29800.141820788358
weighted_degree,retained,5737.163395829119,28730.969571767895
