user,motif_type,peers,avg_time_gap_sec
0x4AB73CfaC1732a9DcD74BdB4C9605f21832D7C72,cycle_3node,"('0xBAB77A20a757e8438DfaBF01D5F36DD12d862B31', '0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435')",38526.317852
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x4AB73CfaC1732a9DcD74BdB4C9605f21832D7C72', '0xBAB77A20a757e8438DfaBF01D5F36DD12d862B31')",38526.317852
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xBAB77A20a757e8438DfaBF01D5F36DD12d862B31', '0xc609eCB6bA66255DedB7a880c742Cb0DaeE90887')",14225964.2853155
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x4AfD04b9eD17759B362c8C929207Fe7ad81C39d3', '0xBAB77A20a757e8438DfaBF01D5F36DD12d862B31')",38023.292474
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xE3208eae59B4cd48BC99178a6fcf2308d72986B4', '0xF7Ab48c172f7b233e2B973d723612e52013cc058')",2855243.4685035003
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x3E3d9f6c76179998163eA65f296007c08095A034', '0xE3208eae59B4cd48BC99178a6fcf2308d72986B4')",2851300.6570365
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xE3208eae59B4cd48BC99178a6fcf2308d72986B4', '0xFc685Fd277e6C12E0285d9Beb347FEC4AE2931a8')",3027089.522259
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x61C2c1d9235bc56E225dE54aEFF06B0B403a2a9f', '0xE3208eae59B4cd48BC99178a6fcf2308d72986B4')",2804059.9376255
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x278Cae154D50421d72A3BE31BF0a17bA95a299be', '0xE3208eae59B4cd48BC99178a6fcf2308d72986B4')",3377641.944292
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x40f9C0702C665ec3a1D3f820a8A7EE49A2c83700', '0xE3208eae59B4cd48BC99178a6fcf2308d72986B4')",4594181.234142
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x05C65311DBd2d19D379E81FAB701728850fB056b', '0xE3208eae59B4cd48BC99178a6fcf2308d72986B4')",6752616.869816
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x9E6D1847b0A3724c83061bf66Cbad11AdCc903f4')",1208968.5230055
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",1562245.3531235
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xFeeae8619e0524D2D586f3d35188FBA871CD6461')",2280260.4231755
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x76f4aFB48cf340E8423889E82dD3Ad5c3bAA9941')",5054675.4005135
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xefe73D9cDbcF240f563564b92e3F755B9984AF1e')",1287244.9814590001
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x4cF84C76896f0c625A4E3d4F012be77C4fbF0056')",12708686.814452998
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xE133b906915Ea963C04e5b467866d0a4894F82Cc')",2678199.2989295
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xD80C9F458362A018dc7732F4d823eeE6dfcf6ac3')",3813454.6452519996
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xC10fF4f7dA801a365a75516E9a0763F82333E6F8')",4331846.226801
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xDd001826421DA5B0dcFf3E652fE429103Fe6faA1')",1250276.1352495
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x92F5Ae36Cd78d7e39C8B70e166c0226731b92E51')",12834103.113951001
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x653d0dFA525284aF1ce89a70Ca33509856811f90')",12707483.8950075
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xBC9F9E079E84f885F992d4C281f31b2530A5CE5a')",12834274.18203
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0x6e4849e49c250063546280a7232548248DD858b8')",12834817.1995265
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xCf5A5451a91786123738e0F983b1Cb7202245601')",12788936.854611
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xA74eD1e697027493b31567db68c30a8305FF4068')",12788563.851682
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x7c361924Bf16ef8688FfD1bE80be53Db81f94aa8')",2721898.198247
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xFeeae8619e0524D2D586f3d35188FBA871CD6461')",2288709.0532685
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x29bbB92F7858d0A493D890711cABE5F0BCb90796')",4371742.199636
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x0B1660298be52C745714378C2B6a450FE8234354')",3157170.363765
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2338416.8899149997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC')",4806361.923405999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a')",2762132.1785609997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x0Ea500264133226dEb742F3276508f9085EB1190')",5310345.9804605
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xe6f7Aed76ceF4f8D71513ad299f5ec0835339c74')",2908435.3638945
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x5fe49C19e74Af46053C9dD1eA44f5755Ee643b90')",3667120.352485
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",2862057.4208005
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x76f4aFB48cf340E8423889E82dD3Ad5c3bAA9941')",5052577.5483155
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xC10fF4f7dA801a365a75516E9a0763F82333E6F8')",3501431.6568245003
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xFeCbc325Ea7bd25d7Fb25F2664152c801e3160b1')",3682197.400383
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0xCc9c78C92f796962a1290e423Ba72f62b5dF31DC')",3800023.189943
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x9Ad97d8eE906b924be225B7816c2cc893Df0dd00')",3543166.9356764997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x8B749C23268D7931D745ac8E35602bcD09a8eB7f')",3709485.0003475
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x4E1705588D550AD98c9BE0F554e1e8e0FCd2303C')",5271799.403395
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x70B4F2F7CB0C3F07c8746D631B3717Dc4eE6FFeb')",4926250.255827
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x6Dcdd80eab967937DB53544dB4a6FDb69a340be5')",4706824.0885445
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x3d4954143905471CD1C43F76392524c4eE0c39af')",4706880.012736
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x092e4a029e6E2785483764FfB8391EaEa170a9fF', '0x8979B16327fc362B2991344Ae8614F223E0AFa33')",5784134.8488825
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x76f4aFB48cf340E8423889E82dD3Ad5c3bAA9941', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",5052376.1575
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xFeeae8619e0524D2D586f3d35188FBA871CD6461', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",2123534.4006855
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",2761930.7877455
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7', '0xefe73D9cDbcF240f563564b92e3F755B9984AF1e')",2812734.3646400003
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0Ea500264133226dEb742F3276508f9085EB1190', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",5310144.589645
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",2123803.065209
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xE133b906915Ea963C04e5b467866d0a4894F82Cc', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",401972.0374525
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x5fe49C19e74Af46053C9dD1eA44f5755Ee643b90', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",3666918.9616695
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDd001826421DA5B0dcFf3E652fE429103Fe6faA1', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",875929.7145185
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xCc9c78C92f796962a1290e423Ba72f62b5dF31DC', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",3799821.7991275
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xC10fF4f7dA801a365a75516E9a0763F82333E6F8', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",3501230.266009
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x12fC541d205ec0425F424fcd47b788aC80110999', '0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7')",5054283.891369
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7', '0xf4e94AfA6340D8544Aebc30b6f5882905EC79c7f')",5456718.7991945
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xFeeae8619e0524D2D586f3d35188FBA871CD6461')",907295.1796794999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xDd001826421DA5B0dcFf3E652fE429103Fe6faA1')",789587.684162
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xefe73D9cDbcF240f563564b92e3F755B9984AF1e')",481816.709353
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xE133b906915Ea963C04e5b467866d0a4894F82Cc')",483516.830125
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0x76f4aFB48cf340E8423889E82dD3Ad5c3bAA9941')",5044101.1076825
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xFeCbc325Ea7bd25d7Fb25F2664152c801e3160b1')",780809.2313979999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a')",2158772.2330064997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0x7c361924Bf16ef8688FfD1bE80be53Db81f94aa8')",3060831.0178139997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0Ea500264133226dEb742F3276508f9085EB1190', '0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a')",941549.8748684999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xC74376037EA1e7672b928e1B8b66043cdCAd9cc6')",5617185.0447445
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xe6f7Aed76ceF4f8D71513ad299f5ec0835339c74')",1672726.546299
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a', '0xf4e94AfA6340D8544Aebc30b6f5882905EC79c7f')",2463929.135841
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x12fC541d205ec0425F424fcd47b788aC80110999', '0x55A6a9c8f39B15E23Fb63f11E0712248C61Ec83a')",10374915.0902145
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0486e4B42e6e1945Ed72045DDF769eDA49904954', '0x695Ed0e53DCC20A48A0AcD09e2Ef98A0ADb0C3be')",2505.5285255
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x12D7a6ED9D9c1354f872DF5E78cC19d7Ab0910af', '0x55997CFF569bF1e8F168eA712F964540551FB3d1')",904780.7148225
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x7913BFB56B61a10854e4Fc6d0aCb395483dcdB9b', '0xE8FF25F1ea3957Ec093CD6e65e188D1f2692075d')",7559331.791004
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x914caA04a1bAC38065F26b18c12100B002252b50', '0x98fAa0ddC27caFA22ad69353228d8D8D6d7Be2F8')",1512394.702174
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x98fAa0ddC27caFA22ad69353228d8D8D6d7Be2F8', '0xD80C9F458362A018dc7732F4d823eeE6dfcf6ac3')",3676435.011688
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0x805B31E510E8A423DD819f3F512CE2D2C22D5A4A')",980262.122162
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0xA40007659CcB98A31646436672E3cE0b30D941DF')",4687487.368730499
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0x7E3b23b6D6B33ddB9Da47b8f5049767290f95899')",1707210.60515
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x068d4E5Ad91B4f451BCa665489aD0ec171435F8d', '0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F')",1033885.306807
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0xFc685Fd277e6C12E0285d9Beb347FEC4AE2931a8')",5617701.355245
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0x98fAa0ddC27caFA22ad69353228d8D8D6d7Be2F8')",3388367.4814695
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x21582C6D02E71D38Bfdb4f88E59487c3102b9C1F', '0x429a028322857400Fc2C89afe1019Ac82dF67E73')",12222237.1459125
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E')",1257168.3653825
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x3B8D85D97FB708F58cf73d172f8efE8Ca972fE17')",1385913.9027425
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x8B749C23268D7931D745ac8E35602bcD09a8eB7f')",1558797.161816
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xe6f7Aed76ceF4f8D71513ad299f5ec0835339c74')",2343280.3248575
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x29bbB92F7858d0A493D890711cABE5F0BCb90796')",3638941.1168505
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xFeCbc325Ea7bd25d7Fb25F2664152c801e3160b1')",2071421.086383
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x3b748c27b3Ac1BD64aff723A4ef987D0e1ECa668')",2075646.9577404999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xC74376037EA1e7672b928e1B8b66043cdCAd9cc6')",4892860.402592
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xC10fF4f7dA801a365a75516E9a0763F82333E6F8')",2768630.574039
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xD81d02aA6f7bd710D6049911cf99BdCFeD0Fe874')",4678820.693504
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xF3cd37e53edc1dAE45c8cC1F02D04aFA371D5C07')",1645191.120937
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x850C8FcdCD425F2FD6b40FfAFf1e39643F103e0F')",3487786.8708905
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xb8Fa56449d1cFe51426f683C5F574677805DbD12')",1926848.9270910001
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x4e25299ceD284B3405aE814A2073EB484e8172a7')",7778851.8100635
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0x70B4F2F7CB0C3F07c8746D631B3717Dc4eE6FFeb')",5615322.7064875
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xDd001826421DA5B0dcFf3E652fE429103Fe6faA1')",1993639.0442175
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",1258031.259054
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xFeeae8619e0524D2D586f3d35188FBA871CD6461')",115.72119799999999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0Ea500264133226dEb742F3276508f9085EB1190', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",4572757.7288685
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xe6f7Aed76ceF4f8D71513ad299f5ec0835339c74')",1910557.7897315
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xFc685Fd277e6C12E0285d9Beb347FEC4AE2931a8')",2284228.0101159997
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x38876348A6093F99428347164EB36142c196577B', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2816631.2326775
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x3b748c27b3Ac1BD64aff723A4ef987D0e1ECa668', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2026249.9687764999
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xC74376037EA1e7672b928e1B8b66043cdCAd9cc6', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",4888073.2337855
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x850C8FcdCD425F2FD6b40FfAFf1e39643F103e0F', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",3151206.0493495
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x0ccA8b64D999E0cF6e04E55A467F481EdF1f99eC', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",4068773.6718140002
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xC10fF4f7dA801a365a75516E9a0763F82333E6F8', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2763843.4052325003
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xFeCbc325Ea7bd25d7Fb25F2664152c801e3160b1')",4896686.6809585
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x76f4aFB48cf340E8423889E82dD3Ad5c3bAA9941', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",4314989.2967235
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x4E1705588D550AD98c9BE0F554e1e8e0FCd2303C', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",4534211.151803
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x42349123f6d6516a5De1B7A4a6e4Bb8A677C7F92', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2686838.102871
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x60e58960eCCD0bd45f9E563D74DDdC677Bc75794', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",2861391.205527
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31', '0xae3E6d0c1F44aA1752C910aD5433b302c3e45fF4')",4532843.884276
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x29bbB92F7858d0A493D890711cABE5F0BCb90796', '0xDBbE0a2f6Fbc182f5606ED66367C019a934C7a31')",5214654.872317
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0xA40007659CcB98A31646436672E3cE0b30D941DF', '0xD80C9F458362A018dc7732F4d823eeE6dfcf6ac3')",2904635.839299
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x3FD6bF9C5dCBE2f27C1488d79ea9f2034b4B9665', '0xA40007659CcB98A31646436672E3cE0b30D941DF')",2968944.1659685
0xD95954e3fCd2f09A6Be5931D24f731eFa63BF435,cycle_3node,"('0x7E3b23b6D6B33ddB9Da47b8f5049767290f95899', '0xA40007659CcB98A31646436672E3cE0b30D941DF')",4316089.963993
