user,motif_type,peers,user_count,global_count
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x33c5DA9b3ee53a6aCae8370c5AFc0f31759e7654', '0x5B1970c0A322b2204f4C97577E42A4719c45d14f')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0x86918889815063EB13A0E2B2583209aFE48EeE50')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0xfc796aC7C170E9f9168Ecf3d83DFeCF179942176')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x3323639638e7AB8f176a7818acE5d1B2EDbE9Dfb', '0x5B1970c0A322b2204f4C97577E42A4719c45d14f')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0xef098280fbf1daD8Ff34A1Ac511052674101DA98')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0x687f3841573Ebd531a0bC29F5ba6042D66cfCdFa')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0xBC9F9E079E84f885F992d4C281f31b2530A5CE5a')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x5B1970c0A322b2204f4C97577E42A4719c45d14f')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5B1970c0A322b2204f4C97577E42A4719c45d14f', '0xDd55D4A3EAA8e8c0CA7AF5D4422914Ad57198aA9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xD456ADa43a26198542600AC0E58545b23d61451e', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x044441B99d6AFba1b24e9b075b6174706Dc715e1', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x5d7eEbfD0F2c3C1177Ee18E86AAaf20bf7732147', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xA793CaF29C0E40CbD36d067AD36D3FA0D130BF50', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x449d365Ab190eD571DBBA23250D967752b5DA262', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xedC548BF7c578670c61D95a716b955C77d1CdFD9', '0xf176C9aA54A14D24632023018A49A0C7C53e3221')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x241b3683b3B919049363CECdbC8030577e92beb7', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xb58356670260f9737E5A0482AF5a8F5665A0Ac23', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x0E8555F93aA4F1DB8BaDab32E55CE83644336e6D', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x24113CB44C745f34794d1D792F7b983A2794C561', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xD3AD022F14d86D6b458A24d9FBD91017455436dC', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xbc0B15EF86aFb249148eF115c0F541A85d345EbB', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x4Fa8A2193D5892aD2ad7fED6ADEa7420442C10d0', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x8d12CCA0A5075D4EDaC9E4C7c2c6bFBa8129b922', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x10a6833B71BBf69b00713259F219331D68e69053', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x02A217E96DdcA439AA03C6348FB8D45405a1bE10', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x9255eB87486A290e4D957289986c9e3079023185', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x64D8dBB6CAd651397E1C0608d88d90A07E2D387e', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6C032EfA02d3cB6a4E568c7A8db3e0eC78C0D0cA', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xB419838D10815936929741F7f2970E6B9e897402', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xBC9F9E079E84f885F992d4C281f31b2530A5CE5a', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xdD176C49DA00BB41D0fF4aBb9535E17F58F05b64', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x33aa1773334c197B76bEfc74602Cd1dba6685C22', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDd55D4A3EAA8e8c0CA7AF5D4422914Ad57198aA9', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xFDB4c61803C9C7B8a4cA53C7fDcc279921abe130', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x67Ee0762F76CB6da86d55099974BAbb010746853', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x86918889815063EB13A0E2B2583209aFE48EeE50', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x33c5DA9b3ee53a6aCae8370c5AFc0f31759e7654', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x687f3841573Ebd531a0bC29F5ba6042D66cfCdFa', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xedC548BF7c578670c61D95a716b955C77d1CdFD9', '0xef098280fbf1daD8Ff34A1Ac511052674101DA98')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x3323639638e7AB8f176a7818acE5d1B2EDbE9Dfb', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0xedC548BF7c578670c61D95a716b955C77d1CdFD9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xedC548BF7c578670c61D95a716b955C77d1CdFD9', '0xf1405F285625Ec7BcbF9680CeAbC5f61c115544C')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x9527915d1B7Ed09eD66F365D12A81d3052163067', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x083aF96e7072869f980c36B4854BC356a3FcEaEB', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xD456ADa43a26198542600AC0E58545b23d61451e', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xb745edcB31ddE86D34a25f9FbFD54452D1c410B0')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x27b72B951A74eAb7bA266d2cFfbc8A0c7f2Be2BE', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x777c6229Ac75BF3B1d262A47e5FaafFF261A6C7d', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x52B7B327Aa46287a41c6C82113B8C34949a1694A', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x24113CB44C745f34794d1D792F7b983A2794C561', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xD3AD022F14d86D6b458A24d9FBD91017455436dC', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x4Fa8A2193D5892aD2ad7fED6ADEa7420442C10d0', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x02A217E96DdcA439AA03C6348FB8D45405a1bE10', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xb58356670260f9737E5A0482AF5a8F5665A0Ac23')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x9255eB87486A290e4D957289986c9e3079023185', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x0E8555F93aA4F1DB8BaDab32E55CE83644336e6D', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x241b3683b3B919049363CECdbC8030577e92beb7', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x8d12CCA0A5075D4EDaC9E4C7c2c6bFBa8129b922', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xbc0B15EF86aFb249148eF115c0F541A85d345EbB')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xFDB4c61803C9C7B8a4cA53C7fDcc279921abe130')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x67Ee0762F76CB6da86d55099974BAbb010746853', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x33c5DA9b3ee53a6aCae8370c5AFc0f31759e7654', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x3323639638e7AB8f176a7818acE5d1B2EDbE9Dfb', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xfc796aC7C170E9f9168Ecf3d83DFeCF179942176')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xef098280fbf1daD8Ff34A1Ac511052674101DA98')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x687f3841573Ebd531a0bC29F5ba6042D66cfCdFa', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xBC9F9E079E84f885F992d4C281f31b2530A5CE5a', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xf1405F285625Ec7BcbF9680CeAbC5f61c115544C')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x33aa1773334c197B76bEfc74602Cd1dba6685C22', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xDd55D4A3EAA8e8c0CA7AF5D4422914Ad57198aA9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0xDc5cf73DE7Cdf1915FdAF2f7aD0748A0F9f5f2Fd', '0xdD176C49DA00BB41D0fF4aBb9535E17F58F05b64')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x2A9630143471209d4DA8370A9C1aEC552fFEe96A')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x963984F958ebbEd656500942320Dd7E0229e5d93')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x42f74366cBa1D2107fe8DFca7eECc8f5d3f7cE5A')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xb745edcB31ddE86D34a25f9FbFD54452D1c410B0')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x7a971136258CB2ed880f78Dc700711180E74D366')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x9527915d1B7Ed09eD66F365D12A81d3052163067')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x52B7B327Aa46287a41c6C82113B8C34949a1694A')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xCbCDFf1F8E2a6bb869f6182957DBbA3A9c6e87E7')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xC719f7E67727124558c6084015684067DC2a6521')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x47418802a32EedA2656AA44CAe19e3C4506a5359')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xDdb9d7b1b082116ABF539291075a6BB8a4A84E28')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xbc0B15EF86aFb249148eF115c0F541A85d345EbB')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x4Fa8A2193D5892aD2ad7fED6ADEa7420442C10d0')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x8d12CCA0A5075D4EDaC9E4C7c2c6bFBa8129b922')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xb58356670260f9737E5A0482AF5a8F5665A0Ac23')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x9255eB87486A290e4D957289986c9e3079023185')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x0E8555F93aA4F1DB8BaDab32E55CE83644336e6D', '0x1119c2bf6D439e62E0619c2C366a325947cC6E9F')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x24113CB44C745f34794d1D792F7b983A2794C561')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xD3AD022F14d86D6b458A24d9FBD91017455436dC')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x4694D0C04B5C59257a19e6D5cC523635a9327D08')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x02A217E96DdcA439AA03C6348FB8D45405a1bE10', '0x1119c2bf6D439e62E0619c2C366a325947cC6E9F')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xdD176C49DA00BB41D0fF4aBb9535E17F58F05b64')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xf1405F285625Ec7BcbF9680CeAbC5f61c115544C')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x6e4849e49c250063546280a7232548248DD858b8')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x33aa1773334c197B76bEfc74602Cd1dba6685C22')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xFDB4c61803C9C7B8a4cA53C7fDcc279921abe130')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x33c5DA9b3ee53a6aCae8370c5AFc0f31759e7654')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xfc796aC7C170E9f9168Ecf3d83DFeCF179942176')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x687f3841573Ebd531a0bC29F5ba6042D66cfCdFa')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xef098280fbf1daD8Ff34A1Ac511052674101DA98')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0x3323639638e7AB8f176a7818acE5d1B2EDbE9Dfb')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xDd55D4A3EAA8e8c0CA7AF5D4422914Ad57198aA9')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x1119c2bf6D439e62E0619c2C366a325947cC6E9F', '0xBC9F9E079E84f885F992d4C281f31b2530A5CE5a')",6,6
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0x9527915d1B7Ed09eD66F365D12A81d3052163067')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0x777c6229Ac75BF3B1d262A47e5FaafFF261A6C7d')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x24113CB44C745f34794d1D792F7b983A2794C561', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0xD3AD022F14d86D6b458A24d9FBD91017455436dC')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0xbc0B15EF86aFb249148eF115c0F541A85d345EbB')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x4Fa8A2193D5892aD2ad7fED6ADEa7420442C10d0', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0x8d12CCA0A5075D4EDaC9E4C7c2c6bFBa8129b922')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x241b3683b3B919049363CECdbC8030577e92beb7', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0xb58356670260f9737E5A0482AF5a8F5665A0Ac23')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x0E8555F93aA4F1DB8BaDab32E55CE83644336e6D', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x02A217E96DdcA439AA03C6348FB8D45405a1bE10', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x6e4849e49c250063546280a7232548248DD858b8', '0x9255eB87486A290e4D957289986c9e3079023185')",3,3
0xEe5Ac3ecAEDaA2F6B434D9c43B69E18C1A466aF9,cycle_3node,"('0x0466A55997dfB52e80B0C777F9023eCc629fB3b6', '0x6e4849e49c250063546280a7232548248DD858b8')",3,3
