user,weighted_degree,retained_15,not_retained_15,retained_20,not_retained_20,retained_25,not_retained_25,retained_30,not_retained_30,retained_35,not_retained_35,retained_40,not_retained_40,retained_45,not_retained_45,retained_50,not_retained_50
0xB7d371cf871D2e1ddA9314F3748BbEaA31bd8822,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3635544d332180714F09bA734bE9354C17D9E6da,99912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x92d450598a32276bec3E98D2B3cc77FAaDa25290,200.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0xa1F96D3F828Fa738051911d51D8dD4EeC81AAA77,6667.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x20696a573512d303faea2c32A3A3Be440165aad1,700.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x4ab451afabE60EC9983226b8525A3ea2b1b2265c,20309.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x9A803782518CC532c17c865A9f8ff22F55829111,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1162656dd156fa27398c01c00587813731366Ca3,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2e2c788082A1B783f64A1A7347E86829f104BEaf,648.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7e55b1De089e9716F60ce0C868a1DFb0B8e04b8A,43204.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x28Fa530cC4Db079c05B7850e98Aa4442b929A35E,661892.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf62d7F21da7D4AEdCB21a6CB5B99529e7131433e,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1F079FbF4333d2Ea57c74e7064621b93Ddae3eD5,160000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3b6B301Ab2d49584D84ee514d2EC7bbD3B6f2596,56580.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xc6B07d5ebf76ef0A55e343400AF09b839F529C69,53992.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x167A809a9B0B11BFa96dC48395D16BE2F621ae14,5751.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0x9AbbAfB1FecF39e64cb8C55AB324071862412aAA,180.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0418cd0E463C2017A6298160Bc789DeF4EeE71d6,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xb6fc9509692C755e2261534a721B1AB248d25Dd1,667.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x71511eC8BCb5e0f6fdB7C7067452536A001F3E97,598.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x01f1dA75DB52462643356615F90476Be57e78144,40315.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xd51F0894A7b5B311535AA33EbDd2CaE06D72c74A,78738.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf40024724D817FAFc43cb722CB8F15afDfBf2031,1022.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x4DfB340439840A555eAbfAc223e927Fae41494ec,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7f65e0A7DbbD97E73E5D756a6bCdB1B6811ae849,651.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0x352657Ed2D9C07981bF2B585866Eb1E58d456569,648.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xF56Ece73Ea0F0e56cDEb07fE9e8bB552ae93f677,1525.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xC50130306299e0E94fbc3c51C3430A79f1827a72,1031.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x465408C21b45878B8b9b6e40804fFe4573c43c32,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xF2df74Bac75dC23eF39FFA57F30c4E0aa6B5F2ba,38549.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x092e4a029e6E2785483764FfB8391EaEa170a9fF,332064.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x50eA8d0649f2249a36B867F6Aaf363BE70F23228,252.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x8770Fe60903B26D2f04Ea4Ed50Cc20B44E7E6823,607357.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xbfA95c2D69B5a3E4b2BDeB473A326e31A893b5B7,144207.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x4ea957Af30a8BaA902Dad8D6F7BE9eb540B39d38,26258.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x9278898940a0f73d85a39699a2D94446917fa8aA,680.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2E7fE42C497470929568a384cAbA6B85b7f5210b,42366.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0xBD8b5f1E6B4b3465Bb69E959c371Ecb69Ea37F54,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x174a332f15E2828339f89391be6A8412dA00c486,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x056633C882a5353A46117fcD28148Fae36e103d5,168571.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x030812554c301E638F1C71409819876f9a769627,1328.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2E19FcaF2f29A28Cc788658B4ec85355d8796EDB,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf7884F22A97b637F1496Fc6af6A39B222E8B2Eb3,140.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1B65499e488a51D24dCca8DDB0108AE01E948e62,5180.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x770f9f40b6A1e45dF5F807D32285eEBE3E1A0de3,13955.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0x098642121b051505A438854E55376c9B58B86bCB,1179.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1c7e58d8D548c990b56BA5175DCC48f723213bC3,350.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x42e31374F1e40D15356030E8c30c5c4b628AB222,508.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x03Eb6856Cf2fB95Fb6458dBbD57C83028572Be3d,135758.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xb6B9a352Af409762Bf1D75058AC99039fb9D6BA5,427.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1Eb007eBCca939F8E7020d8b45566Db45E307c4F,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x516c45D6B29F0109225BD41aB0d398e6fCAcDc12,476.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x676c712E1fcf5CFE9BEb3f1D74f1bf27247C3080,78835.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x6f2120078B775863cAb56618C35370E4169f04A4,404.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1bf43CceD9F80e9A36B550F0268d3F94Af94Ffc8,42792.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xE25F2eff118cC6370eCf55f88BC6EC496cE48de3,395.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x316c046A7DE71d4b343f9d7081e88aD1d56402f6,7440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5a62DbAf56B35ce3983BcecaDDe6492cA6De30b9,250.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x966E4CB64f7a2d2A596149863505ab99CAca36d4,1645.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2c53433420E799b9c745A960EbA01c946c2E3038,4755.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x39BB5EA4d99fa3030C03D4Bf0758669f3cb49383,261.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xb58C3dFF212C85a953c6AB8Cef763CbD07aAE878,545.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0c8d6D8cb72f1B644DE73F8B61FA3116DBEA6370,30993.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0x77Ea7C07745A7B7A3664d1A889384018aEC724a3,2083.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xBb330F92844c8Afc4B484f2276B4219b9f47b352,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xcB191cba3012B4B049f98fa7D3236f7947ce6089,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7114c3dd5dacCC6700C5c5a2fC804C499BD8c45B,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xa5B7Bf3aAA356Cce20739A0D73CB35E6E36015F1,569.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3c0B8378B3B1f71654abd3B27AE127f0e40E3457,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1922E2eC2aee9Fa98D8f15e2aA72863A6ff813d6,118.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x81A081409d3984Ad3CF717305DaE306c471a497F,250.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe7035d1ad39197E479f3D945aE6CFE8773a5c224,4104.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0852317Ef3A18AF16c378b681085eac77e8e12c6,141.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x78f8fdB0d282b48482431Ef6028c0fd13D2F4b56,727.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x96c71B254728DbDE01A9F75FFdFA42C7DBABF7d1,38325.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xc0711E0A4c14D87Ee93A14448d1994f3A7E75209,650.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x222e28FC0d28900D8bf7D5Bf2315A56d277AB9e7,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xFF20FAC39bd5BFD672980F01b90C965Dc33c1bd4,85533.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0x843636979CCd0e662E63bd5dcAeB6Dc4B3861d9e,420.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf9CBEc7f3503Efce28F9C0Ad269f66AD158aeaC5,131120.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0xe27f732d3962106153628EF5E8495C8Dd79D5FD9,480.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0x3b9a34Cb37338dbe064c4aDf669691F53f1a1543,76026.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0x12f869865d6562D7f333fd06B67cC1122f81C3B1,687.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xD9d6237243Dd157946690d2467D8Bb3f302ff87C,22481.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x697b6A3ba97A3042Ed5751a0244dFa3c4543bB07,381.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xCeF8fC14b2c72594960996aA704b382180dD6e1a,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x114bB60E774104809DF26f4EF57be7bD8f91cCed,76674.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2B1A42D68BAF0cD4423FC531e2f47e824f1F42e2,202071.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0x539708aa42F03D56e0902FEEd249f3c2Ed8C30eb,395.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xCFeA690a163c83C2AbA39D6F8F3560B9Ab206E53,42407.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5ebA7E32C1e77f129E115871a9e2c8077E31da78,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xDDe662fFF1983dC02aca052C6Ea648CF6e91dbc2,380.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xC730725C8a54e9CaaCAE73CFAA4b63807daEd32E,2458.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x20359D969c6935975e0c43315A81989F21B9D3Ff,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
