user,weighted_degree,retained_15,not_retained_15,retained_20,not_retained_20,retained_25,not_retained_25,retained_30,not_retained_30,retained_35,not_retained_35,retained_40,not_retained_40,retained_45,not_retained_45,retained_50,not_retained_50
0x1A2546401976638D75020c032E6f3543495D810f,5775.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3C72047D93967a590C78658561B3e29a3ff45e1f,127.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x416feb1d1fc87d485C285762a1C13f231f4002c2,1100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xA771B82245496f463E46784c3fDEd88a16038c8e,54.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x8cfaddDBa2DAB833F32d6193d3a146992508eb44,62.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xE8D62F459810a825944B8eCD85dA36553a3EbFFB,628.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x187CC9438E990865c21C5f4B4dDbc7fbC2e8A1f1,278.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xd1A98F65A9fD2FBF1735c7142Bdad6E35632F000,150.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x9c68A73a12846BDff890a38CAEfDE19A48FF16cC,3950.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xB4664c1a2a872028BF221a7Fa99c1a0400beE7BB,120.46000000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xA9ed69a3C31ffD6f06c145fa1263657B38f36b4b,5.0,,,,,,,,,,,,,,,,
0x7417FB27E984F87D811d7F64Da7775851d6C1371,457.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x30cbB36d95F02Fd92814Ec9Fc0ba31De6703999c,350.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x8E2C745559fC1EdB0c3b09aC83232A11dd46B701,133881.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0x203551a30615C6f2C721F390bf029d8795912208,362.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7A8C201D962272369059B8061892360dE1E1AbD8,317.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0BC8a14c09E3ED7a9aEc15Cb5e7C86833DB1eE9f,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xFb1FeeBef9d32163533d852CfE8561eD149dd9FB,210.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x4d935c52808039df181F51Bfa049fc7B662E22fF,19563.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe21784A99F7F5762798AD38278cF33834931A35F,224.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x8Afd9Df7b1677509aa9d3521979d2a77602B26E4,85.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xFA920D7bf5C1B5B87C4141DAC675348E2288b5B2,134.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1e3286B433c3267a037024B1f8579dBb3C972054,210.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x36843987761e1b008C37a4cC24b930C326f34314,49.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3B63dA7c03Da85ccfDb245F91095827901B98aDB,210.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x38Ea0bD0497F3F8BB10C4653C75f6b5ED585a129,210.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2b630dcb961cBaa9d7B0e920187c8a5C7f741FAD,600.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf0F5Fdc68fEf6c6D34aA0DbF06Bd211B24F01A7D,30414.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf73A59A9108ffF2435dE1959f5D0B2F52F0ECd91,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xacb12747eA8a47834Ad27052401e7Bf10d492638,600.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xee5F94A0DeB8fe5e545F7319b247d033517c1159,22316.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0x80c50721C4666B46AD4824Ee8226fe290eF0859B,132.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xF6D6bd85f22c50B14122DA1A21f0876b2e2F183F,8100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x02352F4e8667d4BF48477D2709C914522E8AE1cF,33456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x21D132ddFE915d9bC017EaDfd9b6f908246b6c4B,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x797bEAe8618F96f929CB2CA32A9d97DeBe849316,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x410b9cE1b13DBC057606E75a8973A76e1ECf0545,300.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x84B9Ff5D83b0f61641D6CFF6e3f3549B4b0F0E43,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0E45472a6EcE0eeB681c143Ae1103f5B06a2d517,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xecf4B21C510dAfdfCe34511ec79Df73a8a30875A,502.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7d2F42CF0C1b049bDb78EACF00ae7f4a80fADfbd,9540.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2d9538F852d7f4A1b3c27070fA117A58E3B31d96,570.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x81644AC661813046eF4835Ab56AB9cf5A4F7bA30,42.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x54f2B8078793C00eaE7325235801315c45EBA9AC,130.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x92Ac8BC9a02F4A593dd30823D28c3e544344660E,4700.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xD30dE419fB00175443e84CFff5F6A78E4f222223,2110.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x41C4aD65053251d27E722C2e355Ed5223c97131A,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x46355a453f0ffD20E25c15e802603B0Fb52b88b6,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xCeC21259394541916CC3fD2fDC7C5b4870d2b641,299.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2FC19cd6A95caA1F13cFdd2e5930840797617E49,2926.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe3B23e42f4cB892901E0bF2D90f5f6272be799b2,2780.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x962F5bA9868051429fE0C1Fa28163B02Aa4D1524,375.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1c9523308B026197Fd629C12857FB38Da8B535b2,335.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x59DB34F351B61C3951CE1Dff155ebe7Cd074bee6,560.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xc24AB35f768410c783b73466361b941fBb2aB011,137.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xc3060A31eaaF38d95591E2f67D9D431cdB2Ef6FE,359.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xD3bcdd61580935BEC694810b9Db41d94A8CD3bB8,380.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2A6d4AAc57A3756C5A4C55B3d6FE645e30548Cf8,650.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5Fb46c6fd0ad4CC17EEE973C425a345bF480A0cF,66.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1aB6463DCAee21bFb3027e00CA63d972519e7041,1490.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x07DC49B4926D254d4F6A6cb7Ea2341c3a0D6bB43,441.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x42935D6123D2978dA82fD3F90C6E4891186b7b0C,1226.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x65f74502400B016386E0002a2d4d999A4F74CC5f,404.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xB1EedDA6e1258136C0e9170521Bb3250C3bf6CE8,390.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x964cb06E276B2b1eA4D22F647B2122Ffe6dCa090,480.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x6BF6AdCF934059C67Ca3229DEf442E5306BecFf8,591.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x6Af1da6bf217641F518db3f2ECffD03DCcca3F08,1117.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x74B828d2a60458d29FA4168B7Aa6efE32339e22B,330.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xF5DAa2aF37EB021C965D33a22709c00907100354,4400.0,,,,,,,,,,,,,,,,
0x0e47c6bb15Adfc661D46e3F79863A2Fb0ce1D828,10010.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x70B4F2F7CB0C3F07c8746D631B3717Dc4eE6FFeb,283906.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x920A42C33E2feEE8b008ff5fE9fCCC20D6Fc5296,380.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x57d362aA5b0c7fA097D08D5E2827Fc9eb32304cd,2202.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf4D9518Ef011637AA7F0741745551Ecf7c8e38b9,1189.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x6f9ab4144E23Aa5e9862AB572C28b6E6AC98a21E,450.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5A4B92f911c613C6846b65375BEFb98B76aefBc6,398.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xB8eC462253bFD9A4BEe3eAF60D8B7Eb742923D9B,87.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1C10ed9f5C3cC8DA4C9f9EC6858cf383c0eD7153,50.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1A8A0EE2fC0212B15029787B6694f431e23655Bf,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0814074E56AB97Cb3EdFf20d493cCF8e7C5F98b9,502.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x61f0Ce90F2152871F7c5b6f9249d8F2F2D258040,2951.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x04A14134Ecedc52dEB19716DA08085Bf05A63f51,510.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xa81eBf2CAe814a4196E735AD51AfFe7AF56B7dBd,860.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1812127fD577329D803E3e0393cab24E3C12A3fE,35.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x81818a04caDc4833F747A27be7B0D3A2292D3184,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x2CF85d5aB98f4D0cFd85fCe023D36fAd13c9cfe4,395.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf922c69ac98d2d5Ec08eBecCAA80735EbFA93c9b,420.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x86405b38c822CB9528C991Df0e0c87587d9B1b31,76.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5898bb413cC9822a0fBF51C394463eb3b0AcBDc0,472.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x025c90c55a83BE04B9Ed059D334Be7EC6a1B549B,424.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xce0C90cF64e0E89ba0D6D97f93B8097C2d4861cD,430.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xF4DE1Cfb43441556b1681b4E25702F945C15Db95,2585.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1C3D42a0D668Ab47011057135E2810362e28eBac,1190.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x8e2C37E9A12Bd35BA5127a370c08Aaf881B0d094,1230.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5dc4EeBBe36bb935CE919C3ED2c47D345793f45A,510.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xcAd02beDF86e9EEa970D131b6E0F2B37e23d4a5B,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x814826900F79A585101F36db16a2b1fa06988937,1680.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe2cd2AB6e70E658d61CD1C4063A31999b2b5d779,395.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xaeB3F49Cc93a25BAAe3B58C8f5AD0d3aaC7D7e61,300.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7738a9693ECddC7d7707c53d04ec0317fBB48F30,755.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xd5D273047cB0eCc7425E267133D6eA9D152d977E,1661.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x47a18dfB2f1216d8483A3439091A7bc73dD9a4F8,40.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x101896334126916d268cEC72c1C020A08a508ca3,1646.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x743eeFCbaBf4f97b989DF974db8F1CA5c1F8A334,250.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xDEF728e95480b0717c6e211f9EC8737880918680,250.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe479D24D9e7593cd9BF5230aB7bf2fbBcd14916D,2680.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7d101299F797EF56203565CeD10F3521eD5D691c,463.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xf5dF407179F640D4e8a8EEE0f7235ebB3fA19a1b,17557.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x5aA32eA22BA676e18B6292fC9f5E85D35FAc36F4,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x73141125789a9E569B80602426402Feb8415Cc90,1234.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x0eC3420b60aC7eEB444456596809F7Ffbe6abeB2,357.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xFc59804ebA8AD086245F5df87B1a9Fa0CAFdCC48,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xD630225732d85900f8fCbb045Ea744f183B2EBC1,700.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xe4e540B9064b0400Ef980c068848D0EAee4eAC91,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3f457B6fF381BAe610eDBCaCE8330F14381AD0a1,510.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x623cE8B41e0813898ACD332b5B2D8DFd1330EA0d,300.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x27bDfc33E05AB0daC58692835B9d4205Fc343341,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x290C685d36dDc642fCDcFf9C654F9A622F903f4B,24710.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x65D669d87A1BA4b3cc9A5DA0F1d25C9503F671Ac,350.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x15C4813Eb1423C3E72e359D53a395594a99a81ac,350.0,,,,,,,,,,,,,,,,
0x7d937bF11024542e06F7a4a4991bc3e08ba86B8b,1533.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x462F026dd1A4eab600a57Ccc0aa04Ff55c19e240,489.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xc9dD9140dd40673A823a615b603fc2BFcE42D7f7,410.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x452a85d46Ac855c27eF4eF085F5012F4E3871724,515.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xE6Bd467A20F2c66F9298Bc66AB5181905218FA4F,90.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x60228CE44121039C557De5bf886026B68B7C1454,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3E60F744202F237CF4e66D725B8E353469A793e0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xd32cdb17f724FDC98a66F987391d06fb1e3e031F,455.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xDd1E942B985236a5e0Cf0c42836b8bB854963b7e,400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x00036d3df07bA5d3EC5ed4aA87d15AcAE5FB00F0,404.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x1Ff29543Fd162eEc42E3D34f7a6E4AFdc5D2363F,2201.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xa3FFB165c50C74EDdc404747feE985790dA8f366,1429.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x3E6B952B8A347C0dC33B5c4B452370f1D45EA94f,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xA20E056cB0562572802D1F2cA38D6D1738226df5,199.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x93bd9031A8f8B1f3cd250a4Fd68488B24b960859,300.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x7DA02C6d2b45FFC305B820564CEa0D3ED630FB5b,1347.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xdFA418c4cF011366608A8a8AA431575D60000Db0,250.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x9d2f755F355b698E5D7383C39671Ec9f1Ee1B7ED,109.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0xD5B5994508ad012c1C7F53989eF990dcd7dA7CAd,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x846E14803da04E3f5e4d8f60b7b0883f95d58E94,750.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0x395166D9eB4BDe9c09f5132abC605D92cCFe514E,60.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
