address,cyclic_status,status
0x52E8e30999f26FfebA57E9298dc687cD4015b81D,cyclic,not_retained
0x5293957A2f815aD6a397dC8116bed30F6664f543,cyclic,not_retained
0x638E6a64d03Ebf15f76d528fA7a34c3808036305,cyclic,not_retained
0xC2DF11909E804Db59c73838005D47A5d00c61147,cyclic,not_retained
0xa6adD4B1fD7caE0B09Cd0a6fdfCaEFB359764Ff5,cyclic,not_retained
0xaeEf18997893f73d7C72D243f54A5EE043367C78,cyclic,not_retained
0xdc4D668C1f5DD9b29CFcfAa14005D9e4c9d10266,cyclic,not_retained
0xDE30ebf51e28151dDF75d7DC7f5D25EF3e76B529,cyclic,not_retained
0x4B38aEb27774E4611c096a4aB44c05D06BBC3aA4,cyclic,not_retained
0xDe215AFf6367D1a92c50b352f7490bBABF60b407,cyclic,not_retained
0xAe476F4EB53b8Afe18ee61b14160226C8d6b2DB9,cyclic,not_retained
0xF98781E92435e330522c6Da3a239FE22B14073d0,cyclic,not_retained
0x95CB48Bf1fdbb2Bc535d093CA94BC567b7664a79,cyclic,not_retained
0x3dA92d2a0E79B0211Cd85ED3529931D97afD7447,cyclic,not_retained
0xd9A602719049381F5918A63eA2301e4bbC3BD384,cyclic,not_retained
0xe302fE5037747aA3d23deF883FD5DD26eFb7d642,cyclic,not_retained
0x599d6C48c88dB81a1A8F3d2262E48Bf4bCb4bFE9,cyclic,not_retained
0x64fb4df004F2FdB8ddA0098dCf256D000948E9AF,cyclic,retained
0x309e60Ed0F9Ce29F1020C4F02afA9699D1f83e04,cyclic,not_retained
0xE768a55a8328E8F9f1790Bc101D19fF861F83030,cyclic,not_retained
0x47D4DBCFa569ac0D72c43f0E87513F29b8e42E0F,cyclic,not_retained
0x6cFc556D904c13287969e592fff74f4a06F127D8,cyclic,retained
