status,count,mean,std,min,25%,50%,75%,max
0.0,37517.0,10.526214782631873,383.32216582019754,2.0,3.0,4.0,6.0,65089.0
1.0,3467.0,11.928179982693973,29.10738379430646,2.0,4.0,5.0,8.0,1081.0
